cell,batch,duration_ns
moves/census/DROP/groups/pooled/full,14,157481760
moves/census/DROP/groups/pooled/full,15,156986729
moves/census/DROP/groups/pooled/full,16,158871310
moves/census/DROP/groups/pooled/full,17,149542574
moves/census/DROP/groups/pooled/full,18,153966647
moves/census/DROP/groups/pooled/full,19,155344477
moves/census/DROP/groups/pooled/full,20,150757999
moves/census/DROP/groups/pooled/full,21,152762583
moves/census/DROP/groups/pooled/full,22,150566778
moves/census/DROP/groups/pooled/full,23,150759797
moves/census/DROP/groups/pooled/full,24,154274425
moves/census/DROP/groups/pooled/full,25,157157686
moves/census/DROP/groups/pooled/full,26,150399624
moves/census/DROP/groups/pooled/full,27,153784308
moves/census/DROP/groups/pooled/full,28,149838834
moves/census/DROP/groups/pooled/full,29,154898834
moves/census/DROP/groups/pooled/incremental,0,114566227
moves/census/DROP/groups/pooled/incremental,1,114826586
moves/census/DROP/groups/pooled/incremental,2,114471317
moves/census/DROP/groups/pooled/incremental,3,114480343
moves/census/DROP/groups/pooled/incremental,4,116761995
moves/census/DROP/groups/pooled/incremental,5,114131756
moves/census/DROP/groups/pooled/incremental,6,113629250
moves/census/DROP/groups/pooled/incremental,7,114662630
moves/census/DROP/groups/pooled/incremental,8,109063752
moves/census/DROP/groups/pooled/incremental,9,109465036
moves/census/DROP/groups/pooled/incremental,10,111339094
moves/census/DROP/groups/pooled/incremental,11,112201565
moves/census/DROP/groups/pooled/incremental,12,116123542
moves/census/DROP/groups/pooled/incremental,13,116042296
moves/census/DROP/groups/pooled/incremental,14,112870287
moves/census/DROP/groups/pooled/incremental,15,114507782
moves/census/DROP/groups/pooled/incremental,16,113859214
moves/census/DROP/groups/pooled/incremental,17,110593776
moves/census/DROP/groups/pooled/incremental,18,114132432
moves/census/DROP/groups/pooled/incremental,19,108986283
moves/census/DROP/groups/pooled/incremental,20,112580100
moves/census/DROP/groups/pooled/incremental,21,108706154
moves/census/DROP/groups/pooled/incremental,22,110113598
moves/census/DROP/groups/pooled/incremental,23,111924160
moves/census/DROP/groups/pooled/incremental,24,108495592
moves/census/DROP/groups/pooled/incremental,25,113197766
moves/census/DROP/groups/pooled/incremental,26,109302731
moves/census/DROP/groups/pooled/incremental,27,111950877
moves/census/DROP/groups/pooled/incremental,28,114079693
moves/census/DROP/groups/pooled/incremental,29,111505824
moves/census/SWAP/groups/lower/full,0,157217131
moves/census/SWAP/groups/lower/full,1,157852989
moves/census/SWAP/groups/lower/full,2,158363183
moves/census/SWAP/groups/lower/full,3,152451058
moves/census/SWAP/groups/lower/full,4,155327221
moves/census/SWAP/groups/lower/full,5,158431854
moves/census/SWAP/groups/lower/full,6,162067926
moves/census/SWAP/groups/lower/full,7,155878922
moves/census/SWAP/groups/lower/full,8,163966935
moves/census/SWAP/groups/lower/full,9,162037212
moves/census/SWAP/groups/lower/full,10,154530310
moves/census/SWAP/groups/lower/full,11,158108874
moves/census/SWAP/groups/lower/full,12,159232545
moves/census/SWAP/groups/lower/full,13,157078692
moves/census/SWAP/groups/lower/full,14,159235020
moves/census/SWAP/groups/lower/full,15,167142687
moves/census/SWAP/groups/lower/full,16,165974963
moves/census/SWAP/groups/lower/full,17,162220745
moves/census/SWAP/groups/lower/full,18,165279550
moves/census/SWAP/groups/lower/full,19,165976534
moves/census/SWAP/groups/lower/full,20,161132187
moves/census/SWAP/groups/lower/full,21,160675345
moves/census/SWAP/groups/lower/full,22,158977558
moves/census/SWAP/groups/lower/full,23,161858330
moves/census/SWAP/groups/lower/full,24,161946326
moves/census/SWAP/groups/lower/full,25,159344404
moves/census/SWAP/groups/lower/full,26,160345172
moves/census/SWAP/groups/lower/full,27,161757432
moves/census/SWAP/groups/lower/full,28,160432852
moves/census/SWAP/groups/lower/full,29,155849712
moves/census/SWAP/groups/lower/incremental,0,125303696
moves/census/SWAP/groups/lower/incremental,1,108901460
moves/census/SWAP/groups/lower/incremental,2,106626763
moves/census/SWAP/groups/lower/incremental,3,107467384
moves/census/SWAP/groups/lower/incremental,4,112938603
moves/census/SWAP/groups/lower/incremental,5,106016097
moves/census/SWAP/groups/lower/incremental,6,117376272
moves/census/SWAP/groups/lower/incremental,7,106009407
moves/census/SWAP/groups/lower/incremental,8,113467810
moves/census/SWAP/groups/lower/incremental,9,102022314
moves/census/SWAP/groups/lower/incremental,10,101563316
moves/census/SWAP/groups/lower/incremental,11,103126965
moves/census/SWAP/groups/lower/incremental,12,101347107
moves/census/SWAP/groups/lower/incremental,13,101649838
moves/census/SWAP/groups/lower/incremental,14,103480735
moves/census/SWAP/groups/lower/incremental,15,103971851
moves/census/SWAP/groups/lower/incremental,16,104533314
moves/census/SWAP/groups/lower/incremental,17,101788837
moves/census/SWAP/groups/lower/incremental,18,105965285
moves/census/SWAP/groups/lower/incremental,19,104367318
moves/census/SWAP/groups/lower/incremental,20,103430795
moves/census/SWAP/groups/lower/incremental,21,104246433
moves/census/SWAP/groups/lower/incremental,22,101854101
moves/census/SWAP/groups/lower/incremental,23,100870891
moves/census/SWAP/groups/lower/incremental,24,102442092
moves/census/SWAP/groups/lower/incremental,25,101237808
moves/census/SWAP/groups/lower/incremental,26,105964068
moves/census/SWAP/groups/lower/incremental,27,102145170
moves/census/SWAP/groups/lower/incremental,28,104457737
moves/census/SWAP/groups/lower/incremental,29,101599081
moves/census/SWAP/groups/middle/full,0,154992553
moves/census/SWAP/groups/middle/full,1,152297732
moves/census/SWAP/groups/middle/full,2,146533236
moves/census/SWAP/groups/middle/full,3,150866891
moves/census/SWAP/groups/middle/full,4,149991939
moves/census/SWAP/groups/middle/full,5,154192724
moves/census/SWAP/groups/middle/full,6,147276856
moves/census/SWAP/groups/middle/full,7,146194794
moves/census/SWAP/groups/middle/full,8,147489034
moves/census/SWAP/groups/middle/full,9,144285872
moves/census/SWAP/groups/middle/full,10,147468915
moves/census/SWAP/groups/middle/full,11,152787265
moves/census/SWAP/groups/middle/full,12,147277951
moves/census/SWAP/groups/middle/full,13,146838063
moves/census/SWAP/groups/middle/full,14,147223945
moves/census/SWAP/groups/middle/full,15,145022546
moves/census/SWAP/groups/middle/full,16,146772484
moves/census/SWAP/groups/middle/full,17,145070853
moves/census/SWAP/groups/middle/full,18,144610713
moves/census/SWAP/groups/middle/full,19,144965789
moves/census/SWAP/groups/middle/full,20,144974780
moves/census/SWAP/groups/middle/full,21,145675643
moves/census/SWAP/groups/middle/full,22,144871737
moves/census/SWAP/groups/middle/full,23,149113982
moves/census/SWAP/groups/middle/full,24,147874383
moves/census/SWAP/groups/middle/full,25,147390633
moves/census/SWAP/groups/middle/full,26,145743964
moves/census/SWAP/groups/middle/full,27,148280493
moves/census/SWAP/groups/middle/full,28,148432857
moves/census/SWAP/groups/middle/full,29,149159821
moves/census/SWAP/groups/middle/incremental,0,168156801
moves/census/SWAP/groups/middle/incremental,1,167706415
moves/census/SWAP/groups/middle/incremental,2,168395265
moves/census/SWAP/groups/middle/incremental,3,167529245
moves/census/SWAP/groups/middle/incremental,4,166368479
moves/census/SWAP/groups/middle/incremental,5,167194776
moves/census/SWAP/groups/middle/incremental,6,167607903
moves/census/SWAP/groups/middle/incremental,7,166566978
moves/census/SWAP/groups/middle/incremental,8,166645104
moves/census/SWAP/groups/middle/incremental,9,165564010
moves/census/SWAP/groups/middle/incremental,10,162229776
moves/census/SWAP/groups/middle/incremental,11,165177289
moves/census/SWAP/groups/middle/incremental,12,166011475
moves/census/SWAP/groups/middle/incremental,13,170582348
moves/census/SWAP/groups/middle/incremental,14,171993001
moves/census/SWAP/groups/middle/incremental,15,169545751
moves/census/SWAP/groups/middle/incremental,16,169489335
moves/census/SWAP/groups/middle/incremental,17,168764357
moves/census/SWAP/groups/middle/incremental,18,170220139
moves/census/SWAP/groups/middle/incremental,19,168771519
moves/census/SWAP/groups/middle/incremental,20,168408225
moves/census/SWAP/groups/middle/incremental,21,169200394
moves/census/SWAP/groups/middle/incremental,22,166730316
moves/census/SWAP/groups/middle/incremental,23,165755363
moves/census/SWAP/groups/middle/incremental,24,162577961
moves/census/SWAP/groups/middle/incremental,25,169231928
moves/census/SWAP/groups/middle/incremental,26,167826988
moves/census/SWAP/groups/middle/incremental,27,167352902
moves/census/SWAP/groups/middle/incremental,28,167189221
moves/census/SWAP/groups/middle/incremental,29,162632962
moves/census/SWAP/groups/upper/full,0,152954696
moves/census/SWAP/groups/upper/full,1,156518665
moves/census/SWAP/groups/upper/full,2,155915201
moves/census/SWAP/groups/upper/full,3,154624594
moves/census/SWAP/groups/upper/full,4,152398357
moves/census/SWAP/groups/upper/full,5,154163618
moves/census/SWAP/groups/upper/full,6,150532850
moves/census/SWAP/groups/upper/full,7,151180352
moves/census/SWAP/groups/upper/full,8,150252356
moves/census/SWAP/groups/upper/full,9,152863016
moves/census/SWAP/groups/upper/full,10,155834054
moves/census/SWAP/groups/upper/full,11,154894549
moves/census/SWAP/groups/upper/full,12,152931221
moves/census/SWAP/groups/upper/full,13,159251933
moves/census/SWAP/groups/upper/full,14,157829231
moves/census/SWAP/groups/upper/full,15,156094778
moves/census/SWAP/groups/upper/full,16,153241956
moves/census/SWAP/groups/upper/full,17,158666343
moves/census/SWAP/groups/upper/full,18,154713385
moves/census/SWAP/groups/upper/full,19,155271443
moves/census/SWAP/groups/upper/full,20,158295710
moves/census/SWAP/groups/upper/full,21,154422740
moves/census/SWAP/groups/upper/full,22,159202889
moves/census/SWAP/groups/upper/full,23,159696440
moves/census/SWAP/groups/upper/full,24,160066141
moves/census/SWAP/groups/upper/full,25,159918905
moves/census/SWAP/groups/upper/full,26,158627420
moves/census/SWAP/groups/upper/full,27,162192263
moves/census/SWAP/groups/upper/full,28,159897645
moves/census/SWAP/groups/upper/full,29,161071502
moves/census/SWAP/groups/upper/incremental,0,145647989
moves/census/SWAP/groups/upper/incremental,1,250473006
moves/census/SWAP/groups/upper/incremental,2,177090487
moves/census/SWAP/groups/upper/incremental,3,169840357
moves/census/SWAP/groups/upper/incremental,4,169107076
moves/census/SWAP/groups/upper/incremental,5,182759750
moves/census/SWAP/groups/upper/incremental,6,168860972
moves/census/SWAP/groups/upper/incremental,7,162294079
moves/census/SWAP/groups/upper/incremental,8,158127364
moves/census/SWAP/groups/upper/incremental,9,163742016
moves/census/SWAP/groups/upper/incremental,10,156102900
moves/census/SWAP/groups/upper/incremental,11,157223799
moves/census/SWAP/groups/upper/incremental,12,156599402
moves/census/SWAP/groups/upper/incremental,13,150495850
moves/census/SWAP/groups/upper/incremental,14,154964163
moves/census/SWAP/groups/upper/incremental,15,159673678
moves/census/SWAP/groups/upper/incremental,16,153256424
moves/census/SWAP/groups/upper/incremental,17,151933547
moves/census/SWAP/groups/upper/incremental,18,151283019
moves/census/SWAP/groups/upper/incremental,19,143783575
moves/census/SWAP/groups/upper/incremental,20,144465953
moves/census/SWAP/groups/upper/incremental,21,144525544
moves/census/SWAP/groups/upper/incremental,22,141880073
moves/census/SWAP/groups/upper/incremental,23,147669838
moves/census/SWAP/groups/upper/incremental,24,139236183
moves/census/SWAP/groups/upper/incremental,25,137368389
moves/census/SWAP/groups/upper/incremental,26,136130297
moves/census/SWAP/groups/upper/incremental,27,138736672
moves/census/SWAP/groups/upper/incremental,28,133329679
moves/census/SWAP/groups/upper/incremental,29,139986721
moves/census/SWAP/groups/pooled/full,0,217665786
moves/census/SWAP/groups/pooled/full,1,200147544
moves/census/SWAP/groups/pooled/full,2,225805220
moves/census/SWAP/groups/pooled/full,3,196085503
moves/census/SWAP/groups/pooled/full,4,232812537
moves/census/SWAP/groups/pooled/full,5,321321511
moves/census/SWAP/groups/pooled/full,6,267020799
moves/census/SWAP/groups/pooled/full,7,231335607
moves/census/SWAP/groups/pooled/full,8,254735708
moves/census/SWAP/groups/pooled/full,9,219585095
moves/census/SWAP/groups/pooled/full,10,174738542
moves/census/SWAP/groups/pooled/full,11,171666762
moves/census/SWAP/groups/pooled/full,12,172348103
moves/census/SWAP/groups/pooled/full,13,169898785
moves/census/SWAP/groups/pooled/full,14,193092454
moves/census/SWAP/groups/pooled/full,15,211309907
moves/census/SWAP/groups/pooled/full,16,206149797
moves/census/SWAP/groups/pooled/full,17,193568844
moves/census/SWAP/groups/pooled/full,18,180842319
moves/census/SWAP/groups/pooled/full,19,165486417
moves/census/SWAP/groups/pooled/full,20,169272425
moves/census/SWAP/groups/pooled/full,21,168218873
moves/census/SWAP/groups/pooled/full,22,161925474
moves/census/SWAP/groups/pooled/full,23,158083844
moves/census/SWAP/groups/pooled/full,24,159736508
moves/census/SWAP/groups/pooled/full,25,167176021
moves/census/SWAP/groups/pooled/full,26,175821468
moves/census/SWAP/groups/pooled/full,27,170245931
moves/census/SWAP/groups/pooled/full,28,169030304
moves/census/SWAP/groups/pooled/full,29,165801018
moves/census/SWAP/groups/pooled/incremental,0,173191271
moves/census/SWAP/groups/pooled/incremental,1,168333588
moves/census/SWAP/groups/pooled/incremental,2,166816921
moves/census/SWAP/groups/pooled/incremental,3,167329003
moves/census/SWAP/groups/pooled/incremental,4,175580040
moves/census/SWAP/groups/pooled/incremental,5,203596311
moves/census/SWAP/groups/pooled/incremental,6,195824839
moves/census/SWAP/groups/pooled/incremental,7,268830720
moves/census/SWAP/groups/pooled/incremental,8,199113953
moves/census/SWAP/groups/pooled/incremental,9,231231187
moves/census/SWAP/groups/pooled/incremental,10,192864012
moves/census/SWAP/groups/pooled/incremental,11,197562367
moves/census/SWAP/groups/pooled/incremental,12,184495848
moves/census/SWAP/groups/pooled/incremental,13,175424561
moves/census/SWAP/groups/pooled/incremental,14,170193369
moves/census/SWAP/groups/pooled/incremental,15,172827828
moves/census/SWAP/groups/pooled/incremental,16,170901129
moves/census/SWAP/groups/pooled/incremental,17,167911427
moves/census/SWAP/groups/pooled/incremental,18,170009317
moves/census/SWAP/groups/pooled/incremental,19,180266052
moves/census/SWAP/groups/pooled/incremental,20,210143682
moves/census/SWAP/groups/pooled/incremental,21,175668609
moves/census/SWAP/groups/pooled/incremental,22,175674805
moves/census/SWAP/groups/pooled/incremental,23,175104340
moves/census/SWAP/groups/pooled/incremental,24,201798156
moves/census/SWAP/groups/pooled/incremental,25,186747864
moves/census/SWAP/groups/pooled/incremental,26,191568108
moves/census/SWAP/groups/pooled/incremental,27,196640771
moves/census/SWAP/groups/pooled/incremental,28,187298672
moves/census/SWAP/groups/pooled/incremental,29,182135889
moves/dmv/ADD/groups/lower/full,0,1254886036
moves/dmv/ADD/groups/lower/full,1,1253392357
moves/dmv/ADD/groups/lower/full,2,1241586587
moves/dmv/ADD/groups/lower/full,3,1207338854
moves/dmv/ADD/groups/lower/full,4,1176387630
moves/dmv/ADD/groups/lower/full,5,1182969754
moves/dmv/ADD/groups/lower/full,6,1168751134
moves/dmv/ADD/groups/lower/full,7,1211307401
moves/dmv/ADD/groups/lower/full,8,1204752020
moves/dmv/ADD/groups/lower/full,9,1231595780
moves/dmv/ADD/groups/lower/full,10,1234092040
moves/dmv/ADD/groups/lower/full,11,1211184924
moves/dmv/ADD/groups/lower/full,12,1193788921
moves/dmv/ADD/groups/lower/full,13,1179526694
moves/dmv/ADD/groups/lower/full,14,1123554687
moves/dmv/ADD/groups/lower/full,15,1106194681
moves/dmv/ADD/groups/lower/full,16,1112062966
moves/dmv/ADD/groups/lower/full,17,1181613766
moves/dmv/ADD/groups/lower/full,18,1258348225
moves/dmv/ADD/groups/lower/full,19,1254297807
moves/dmv/ADD/groups/lower/full,20,1268904659
moves/dmv/ADD/groups/lower/full,21,1248008705
moves/dmv/ADD/groups/lower/full,22,1162705436
moves/dmv/ADD/groups/lower/full,23,1187320874
moves/dmv/ADD/groups/lower/full,24,1171893149
moves/dmv/ADD/groups/lower/full,25,1167766288
moves/dmv/ADD/groups/lower/full,26,1158175674
moves/dmv/ADD/groups/lower/full,27,1225259373
moves/dmv/ADD/groups/lower/full,28,1200471409
moves/dmv/ADD/groups/lower/full,29,1279811853
moves/dmv/ADD/groups/lower/incremental,0,370340102
moves/dmv/ADD/groups/lower/incremental,1,368468740
moves/dmv/ADD/groups/lower/incremental,2,365733143
moves/dmv/ADD/groups/lower/incremental,3,364889985
moves/dmv/ADD/groups/lower/incremental,4,365480411
moves/dmv/ADD/groups/lower/incremental,5,368781926
moves/dmv/ADD/groups/lower/incremental,6,375627102
moves/dmv/ADD/groups/lower/incremental,7,378665199
moves/dmv/ADD/groups/lower/incremental,8,385473027
moves/dmv/ADD/groups/lower/incremental,9,392404601
moves/dmv/ADD/groups/lower/incremental,10,389982412
moves/dmv/ADD/groups/lower/incremental,11,411949411
moves/dmv/ADD/groups/lower/incremental,12,400528872
moves/dmv/ADD/groups/lower/incremental,13,403447891
moves/dmv/ADD/groups/lower/incremental,14,409516492
moves/dmv/ADD/groups/lower/incremental,15,407438323
moves/dmv/ADD/groups/lower/incremental,16,411763230
moves/dmv/ADD/groups/lower/incremental,17,391401466
moves/dmv/ADD/groups/lower/incremental,18,387839813
moves/dmv/ADD/groups/lower/incremental,19,364986890
moves/dmv/ADD/groups/lower/incremental,20,363622649
moves/dmv/ADD/groups/lower/incremental,21,440146898
moves/dmv/ADD/groups/lower/incremental,22,368469859
moves/dmv/ADD/groups/lower/incremental,23,372373443
moves/dmv/ADD/groups/lower/incremental,24,409339344
moves/dmv/ADD/groups/lower/incremental,25,393189002
moves/dmv/ADD/groups/lower/incremental,26,368044418
moves/dmv/ADD/groups/lower/incremental,27,377811011
moves/dmv/ADD/groups/lower/incremental,28,380662794
moves/dmv/ADD/groups/lower/incremental,29,382563670
moves/dmv/ADD/groups/middle/full,0,1221627308
moves/dmv/ADD/groups/middle/full,1,1205768485
moves/dmv/ADD/groups/middle/full,2,1223208933
moves/dmv/ADD/groups/middle/full,3,1257433338
moves/dmv/ADD/groups/middle/full,4,1243863265
moves/dmv/ADD/groups/middle/full,5,1252826387
moves/dmv/ADD/groups/middle/full,6,1245065331
moves/dmv/ADD/groups/middle/full,7,1233130495
moves/dmv/ADD/groups/middle/full,8,1224314694
moves/dmv/ADD/groups/middle/full,9,1244269219
moves/dmv/ADD/groups/middle/full,10,1221652274
moves/dmv/ADD/groups/middle/full,11,1235324323
moves/dmv/ADD/groups/middle/full,12,1241760789
moves/dmv/ADD/groups/middle/full,13,1214856018
moves/dmv/ADD/groups/middle/full,14,1240386774
moves/dmv/ADD/groups/middle/full,15,1239120014
moves/dmv/ADD/groups/middle/full,16,1232339310
moves/dmv/ADD/groups/middle/full,17,1254751124
moves/dmv/ADD/groups/middle/full,18,1198535020
moves/dmv/ADD/groups/middle/full,19,1167370658
moves/dmv/ADD/groups/middle/full,20,1227226906
moves/dmv/ADD/groups/middle/full,21,1272998639
moves/dmv/ADD/groups/middle/full,22,1265327189
moves/dmv/ADD/groups/middle/full,23,1240717543
moves/dmv/ADD/groups/middle/full,24,1259914719
moves/dmv/ADD/groups/middle/full,25,1301714907
moves/dmv/ADD/groups/middle/full,26,1280472781
moves/dmv/ADD/groups/middle/full,27,1256946853
moves/dmv/ADD/groups/middle/full,28,1270783443
moves/dmv/ADD/groups/middle/full,29,1269596873
moves/dmv/ADD/groups/middle/incremental,0,420838615
moves/dmv/ADD/groups/middle/incremental,1,398278742
moves/dmv/ADD/groups/middle/incremental,2,399039692
moves/dmv/ADD/groups/middle/incremental,3,397978316
moves/dmv/ADD/groups/middle/incremental,4,401508742
moves/dmv/ADD/groups/middle/incremental,5,402409372
moves/dmv/ADD/groups/middle/incremental,6,399592602
moves/dmv/ADD/groups/middle/incremental,7,405520781
moves/dmv/ADD/groups/middle/incremental,8,397458286
moves/dmv/ADD/groups/middle/incremental,9,407076381
moves/dmv/ADD/groups/middle/incremental,10,412687077
moves/dmv/ADD/groups/middle/incremental,11,399527588
moves/dmv/ADD/groups/middle/incremental,12,394646985
moves/dmv/ADD/groups/middle/incremental,13,394520209
moves/dmv/ADD/groups/middle/incremental,14,398378930
moves/dmv/ADD/groups/middle/incremental,15,393853789
moves/dmv/ADD/groups/middle/incremental,16,404058346
moves/dmv/ADD/groups/middle/incremental,17,398631281
moves/dmv/ADD/groups/middle/incremental,18,397061299
moves/dmv/ADD/groups/middle/incremental,19,398180446
moves/dmv/ADD/groups/middle/incremental,20,404997379
moves/dmv/ADD/groups/middle/incremental,21,398926573
moves/dmv/ADD/groups/middle/incremental,22,405889910
moves/dmv/ADD/groups/middle/incremental,23,410426515
moves/dmv/ADD/groups/middle/incremental,24,411417048
moves/dmv/ADD/groups/middle/incremental,25,403345243
moves/dmv/ADD/groups/middle/incremental,26,416917261
moves/dmv/ADD/groups/middle/incremental,27,407049728
moves/dmv/ADD/groups/middle/incremental,28,404178497
moves/dmv/ADD/groups/middle/incremental,29,412149863
moves/dmv/ADD/groups/upper/full,0,1349728763
moves/dmv/ADD/groups/upper/full,1,1329778944
moves/dmv/ADD/groups/upper/full,2,1302230748
moves/dmv/ADD/groups/upper/full,3,1279522060
moves/dmv/ADD/groups/upper/full,4,1267324203
moves/dmv/ADD/groups/upper/full,5,1341318293
moves/dmv/ADD/groups/upper/full,6,1275890226
moves/dmv/ADD/groups/upper/full,7,1313866792
moves/dmv/ADD/groups/upper/full,8,1281768103
moves/dmv/ADD/groups/upper/full,9,1275651990
moves/dmv/ADD/groups/upper/full,10,1281224701
moves/dmv/ADD/groups/upper/full,11,1303874559
moves/dmv/ADD/groups/upper/full,12,1332357324
moves/dmv/ADD/groups/upper/full,13,1295300885
moves/dmv/ADD/groups/upper/full,14,1314801450
moves/dmv/ADD/groups/upper/full,15,1286865210
moves/dmv/ADD/groups/upper/full,16,1292785856
moves/dmv/ADD/groups/upper/full,17,1299213223
moves/dmv/ADD/groups/upper/full,18,1288517171
moves/dmv/ADD/groups/upper/full,19,1257472171
moves/dmv/ADD/groups/upper/full,20,1334099649
moves/dmv/ADD/groups/upper/full,21,1331351899
moves/dmv/ADD/groups/upper/full,22,1300999444
moves/dmv/ADD/groups/upper/full,23,1320138733
moves/dmv/ADD/groups/upper/full,24,1293844632
moves/dmv/ADD/groups/upper/full,25,1261569543
moves/dmv/ADD/groups/upper/full,26,1281709126
moves/dmv/ADD/groups/upper/full,27,1310315012
moves/dmv/ADD/groups/upper/full,28,1263408204
moves/dmv/ADD/groups/upper/full,29,1286804747
moves/dmv/ADD/groups/upper/incremental,0,393146822
moves/dmv/ADD/groups/upper/incremental,1,386373898
moves/dmv/ADD/groups/upper/incremental,2,385752327
moves/dmv/ADD/groups/upper/incremental,3,391400108
moves/dmv/ADD/groups/upper/incremental,4,402789984
moves/dmv/ADD/groups/upper/incremental,5,399225215
moves/dmv/ADD/groups/upper/incremental,6,397162502
moves/dmv/ADD/groups/upper/incremental,7,387836312
moves/dmv/ADD/groups/upper/incremental,8,386274241
moves/dmv/ADD/groups/upper/incremental,9,384625952
moves/dmv/ADD/groups/upper/incremental,10,387637290
moves/dmv/ADD/groups/upper/incremental,11,391931516
moves/dmv/ADD/groups/upper/incremental,12,388216182
moves/dmv/ADD/groups/upper/incremental,13,393353505
moves/dmv/ADD/groups/upper/incremental,14,409009047
moves/dmv/ADD/groups/upper/incremental,15,427172256
moves/dmv/ADD/groups/upper/incremental,16,405028772
moves/dmv/ADD/groups/upper/incremental,17,420709642
moves/dmv/ADD/groups/upper/incremental,18,394547427
moves/dmv/ADD/groups/upper/incremental,19,389259226
moves/dmv/ADD/groups/upper/incremental,20,382260720
moves/dmv/ADD/groups/upper/incremental,21,388948129
moves/dmv/ADD/groups/upper/incremental,22,444340129
moves/dmv/ADD/groups/upper/incremental,23,429321450
moves/dmv/ADD/groups/upper/incremental,24,429341963
moves/dmv/ADD/groups/upper/incremental,25,437093773
moves/dmv/ADD/groups/upper/incremental,26,403020966
moves/dmv/ADD/groups/upper/incremental,27,391094693
moves/dmv/ADD/groups/upper/incremental,28,415034192
moves/dmv/ADD/groups/upper/incremental,29,434054704
moves/dmv/ADD/groups/pooled/full,0,1287917343
moves/dmv/ADD/groups/pooled/full,1,1275645313
moves/dmv/ADD/groups/pooled/full,2,1251580689
moves/dmv/ADD/groups/pooled/full,3,1251678654
moves/dmv/ADD/groups/pooled/full,4,1268002016
moves/dmv/ADD/groups/pooled/full,5,1287028315
moves/dmv/ADD/groups/pooled/full,6,1338850935
moves/dmv/ADD/groups/pooled/full,7,1335650292
moves/dmv/ADD/groups/pooled/full,8,1333507066
moves/dmv/ADD/groups/pooled/full,9,1300472367
moves/dmv/ADD/groups/pooled/full,10,1262993368
moves/dmv/ADD/groups/pooled/full,11,1286126970
moves/dmv/ADD/groups/pooled/full,12,1301447869
moves/dmv/ADD/groups/pooled/full,13,1294940331
moves/dmv/ADD/groups/pooled/full,14,1261404218
moves/dmv/ADD/groups/pooled/full,15,1262985257
moves/dmv/ADD/groups/pooled/full,16,1267614733
moves/dmv/ADD/groups/pooled/full,17,1292789176
moves/dmv/ADD/groups/pooled/full,18,1252276869
moves/dmv/ADD/groups/pooled/full,19,1253362377
moves/dmv/ADD/groups/pooled/full,20,1238466065
moves/dmv/ADD/groups/pooled/full,21,1240080819
moves/dmv/ADD/groups/pooled/full,22,1240408454
moves/dmv/ADD/groups/pooled/full,23,1247963897
moves/dmv/ADD/groups/pooled/full,24,1246624876
moves/dmv/ADD/groups/pooled/full,25,1257495513
moves/dmv/ADD/groups/pooled/full,26,1266900604
moves/dmv/ADD/groups/pooled/full,27,1252447493
moves/dmv/ADD/groups/pooled/full,28,1251149016
moves/dmv/ADD/groups/pooled/full,29,1228319113
moves/dmv/ADD/groups/pooled/incremental,0,396622049
moves/dmv/ADD/groups/pooled/incremental,1,394696499
moves/dmv/ADD/groups/pooled/incremental,2,394215775
moves/dmv/ADD/groups/pooled/incremental,3,385041981
moves/dmv/ADD/groups/pooled/incremental,4,385596868
moves/dmv/ADD/groups/pooled/incremental,5,392223366
moves/dmv/ADD/groups/pooled/incremental,6,384997116
moves/dmv/ADD/groups/pooled/incremental,7,398703667
moves/dmv/ADD/groups/pooled/incremental,8,386786970
moves/dmv/ADD/groups/pooled/incremental,9,389128541
moves/dmv/ADD/groups/pooled/incremental,10,390627780
moves/dmv/ADD/groups/pooled/incremental,11,407125320
moves/dmv/ADD/groups/pooled/incremental,12,410025382
moves/dmv/ADD/groups/pooled/incremental,13,407029617
moves/dmv/ADD/groups/pooled/incremental,14,391383558
moves/dmv/ADD/groups/pooled/incremental,15,393419117
moves/dmv/ADD/groups/pooled/incremental,16,403141370
moves/dmv/ADD/groups/pooled/incremental,17,394991416
moves/dmv/ADD/groups/pooled/incremental,18,401189170
moves/dmv/ADD/groups/pooled/incremental,19,390423152
moves/dmv/ADD/groups/pooled/incremental,20,388617302
moves/dmv/ADD/groups/pooled/incremental,21,388597127
moves/dmv/ADD/groups/pooled/incremental,22,390308140
moves/dmv/ADD/groups/pooled/incremental,23,385513812
moves/dmv/ADD/groups/pooled/incremental,24,403796405
moves/dmv/ADD/groups/pooled/incremental,25,393461505
moves/dmv/ADD/groups/pooled/incremental,26,392444824
moves/dmv/ADD/groups/pooled/incremental,27,387175472
moves/dmv/ADD/groups/pooled/incremental,28,387151972
moves/dmv/ADD/groups/pooled/incremental,29,386246705
moves/dmv/DROP/groups/lower/full,0,1228919707
moves/dmv/DROP/groups/lower/full,1,1195999945
moves/dmv/DROP/groups/lower/full,2,1198208506
moves/dmv/DROP/groups/lower/full,3,1221235767
moves/dmv/DROP/groups/lower/full,4,1239387172
moves/dmv/DROP/groups/lower/full,5,1210862491
moves/dmv/DROP/groups/lower/full,6,1193730969
moves/dmv/DROP/groups/lower/full,7,1217807814
moves/dmv/DROP/groups/lower/full,8,1211360387
moves/dmv/DROP/groups/lower/full,9,1194170054
moves/dmv/DROP/groups/lower/full,10,1227124633
moves/dmv/DROP/groups/lower/full,11,1198925045
moves/dmv/DROP/groups/lower/full,12,1202153554
