cell,batch,duration_ns
moves/dmv/DROP/groups/lower/full,13,1210894264
moves/dmv/DROP/groups/lower/full,14,1222915011
moves/dmv/DROP/groups/lower/full,15,1200313093
moves/dmv/DROP/groups/lower/full,16,1213955919
moves/dmv/DROP/groups/lower/full,17,1214433869
moves/dmv/DROP/groups/lower/full,18,1226131036
moves/dmv/DROP/groups/lower/full,19,1248974225
moves/dmv/DROP/groups/lower/full,20,1235790358
moves/dmv/DROP/groups/lower/full,21,1271398680
moves/dmv/DROP/groups/lower/full,22,1231973417
moves/dmv/DROP/groups/lower/full,23,1194134579
moves/dmv/DROP/groups/lower/full,24,1224612873
moves/dmv/DROP/groups/lower/full,25,1209821035
moves/dmv/DROP/groups/lower/full,26,1228601738
moves/dmv/DROP/groups/lower/full,27,1211298232
moves/dmv/DROP/groups/lower/full,28,1181182456
moves/dmv/DROP/groups/lower/full,29,1219866451
moves/dmv/DROP/groups/lower/incremental,0,412980123
moves/dmv/DROP/groups/lower/incremental,1,425199814
moves/dmv/DROP/groups/lower/incremental,2,401120902
moves/dmv/DROP/groups/lower/incremental,3,418627458
moves/dmv/DROP/groups/lower/incremental,4,409426758
moves/dmv/DROP/groups/lower/incremental,5,407726873
moves/dmv/DROP/groups/lower/incremental,6,411310116
moves/dmv/DROP/groups/lower/incremental,7,406113768
moves/dmv/DROP/groups/lower/incremental,8,405167162
moves/dmv/DROP/groups/lower/incremental,9,407048105
moves/dmv/DROP/groups/lower/incremental,10,409727077
moves/dmv/DROP/groups/lower/incremental,11,402715364
moves/dmv/DROP/groups/lower/incremental,12,401113845
moves/dmv/DROP/groups/lower/incremental,13,400651664
moves/dmv/DROP/groups/lower/incremental,14,405744614
moves/dmv/DROP/groups/lower/incremental,15,394282419
moves/dmv/DROP/groups/lower/incremental,16,398071134
moves/dmv/DROP/groups/lower/incremental,17,396508298
moves/dmv/DROP/groups/lower/incremental,18,408388009
moves/dmv/DROP/groups/lower/incremental,19,407584206
moves/dmv/DROP/groups/lower/incremental,20,412806487
moves/dmv/DROP/groups/lower/incremental,21,403820045
moves/dmv/DROP/groups/lower/incremental,22,400566532
moves/dmv/DROP/groups/lower/incremental,23,410786984
moves/dmv/DROP/groups/lower/incremental,24,412233240
moves/dmv/DROP/groups/lower/incremental,25,419077564
moves/dmv/DROP/groups/lower/incremental,26,395091615
moves/dmv/DROP/groups/lower/incremental,27,403304444
moves/dmv/DROP/groups/lower/incremental,28,404805153
moves/dmv/DROP/groups/lower/incremental,29,408914881
moves/dmv/DROP/groups/middle/full,0,1205462953
moves/dmv/DROP/groups/middle/full,1,1206635832
moves/dmv/DROP/groups/middle/full,2,1225835255
moves/dmv/DROP/groups/middle/full,3,1206492753
moves/dmv/DROP/groups/middle/full,4,1193892128
moves/dmv/DROP/groups/middle/full,5,1197038894
moves/dmv/DROP/groups/middle/full,6,1223002720
moves/dmv/DROP/groups/middle/full,7,1172951974
moves/dmv/DROP/groups/middle/full,8,1168753237
moves/dmv/DROP/groups/middle/full,9,1164681116
moves/dmv/DROP/groups/middle/full,10,1178981984
moves/dmv/DROP/groups/middle/full,11,1181492727
moves/dmv/DROP/groups/middle/full,12,1190360019
moves/dmv/DROP/groups/middle/full,13,1253435612
moves/dmv/DROP/groups/middle/full,14,1199018966
moves/dmv/DROP/groups/middle/full,15,1206834851
moves/dmv/DROP/groups/middle/full,16,1399583684
moves/dmv/DROP/groups/middle/full,17,1268769364
moves/dmv/DROP/groups/middle/full,18,1232060486
moves/dmv/DROP/groups/middle/full,19,1240893144
moves/dmv/DROP/groups/middle/full,20,1202690961
moves/dmv/DROP/groups/middle/full,21,1265867160
moves/dmv/DROP/groups/middle/full,22,1221456257
moves/dmv/DROP/groups/middle/full,23,1219847617
moves/dmv/DROP/groups/middle/full,24,1233306036
moves/dmv/DROP/groups/middle/full,25,1229620541
moves/dmv/DROP/groups/middle/full,26,1226719676
moves/dmv/DROP/groups/middle/full,27,1270365822
moves/dmv/DROP/groups/middle/full,28,1274877932
moves/dmv/DROP/groups/middle/full,29,1359795416
moves/dmv/DROP/groups/middle/incremental,0,528536068
moves/dmv/DROP/groups/middle/incremental,1,460442176
moves/dmv/DROP/groups/middle/incremental,2,436174442
moves/dmv/DROP/groups/middle/incremental,3,475699876
moves/dmv/DROP/groups/middle/incremental,4,448983997
moves/dmv/DROP/groups/middle/incremental,5,466723438
moves/dmv/DROP/groups/middle/incremental,6,443232296
moves/dmv/DROP/groups/middle/incremental,7,449018957
moves/dmv/DROP/groups/middle/incremental,8,449815321
moves/dmv/DROP/groups/middle/incremental,9,444473486
moves/dmv/DROP/groups/middle/incremental,10,446617904
moves/dmv/DROP/groups/middle/incremental,11,429969041
moves/dmv/DROP/groups/middle/incremental,12,431549312
moves/dmv/DROP/groups/middle/incremental,13,439638216
moves/dmv/DROP/groups/middle/incremental,14,439006311
moves/dmv/DROP/groups/middle/incremental,15,441060144
moves/dmv/DROP/groups/middle/incremental,16,451787629
moves/dmv/DROP/groups/middle/incremental,17,443568713
moves/dmv/DROP/groups/middle/incremental,18,442786042
moves/dmv/DROP/groups/middle/incremental,19,446928532
moves/dmv/DROP/groups/middle/incremental,20,440760913
moves/dmv/DROP/groups/middle/incremental,21,430046355
moves/dmv/DROP/groups/middle/incremental,22,436406060
moves/dmv/DROP/groups/middle/incremental,23,443893099
moves/dmv/DROP/groups/middle/incremental,24,416922161
moves/dmv/DROP/groups/middle/incremental,25,422257280
moves/dmv/DROP/groups/middle/incremental,26,424999022
moves/dmv/DROP/groups/middle/incremental,27,428585505
moves/dmv/DROP/groups/middle/incremental,28,413904938
moves/dmv/DROP/groups/middle/incremental,29,429570415
moves/dmv/DROP/groups/upper/full,0,1306814875
moves/dmv/DROP/groups/upper/full,1,1254783945
moves/dmv/DROP/groups/upper/full,2,1229794940
moves/dmv/DROP/groups/upper/full,3,1245868914
moves/dmv/DROP/groups/upper/full,4,1273822518
moves/dmv/DROP/groups/upper/full,5,1334115104
moves/dmv/DROP/groups/upper/full,6,1341923573
moves/dmv/DROP/groups/upper/full,7,1282927809
moves/dmv/DROP/groups/upper/full,8,1325789758
moves/dmv/DROP/groups/upper/full,9,1320833065
moves/dmv/DROP/groups/upper/full,10,1324789071
moves/dmv/DROP/groups/upper/full,11,1327439946
moves/dmv/DROP/groups/upper/full,12,1287348692
moves/dmv/DROP/groups/upper/full,13,1285150018
moves/dmv/DROP/groups/upper/full,14,1299872867
moves/dmv/DROP/groups/upper/full,15,1273819516
moves/dmv/DROP/groups/upper/full,16,1267890668
moves/dmv/DROP/groups/upper/full,17,1242145475
moves/dmv/DROP/groups/upper/full,18,1210505909
moves/dmv/DROP/groups/upper/full,19,1239445679
moves/dmv/DROP/groups/upper/full,20,1227346534
moves/dmv/DROP/groups/upper/full,21,1229388146
moves/dmv/DROP/groups/upper/full,22,1173930802
moves/dmv/DROP/groups/upper/full,23,1173962113
moves/dmv/DROP/groups/upper/full,24,1219360556
moves/dmv/DROP/groups/upper/full,25,1190039934
moves/dmv/DROP/groups/upper/full,26,1197805354
moves/dmv/DROP/groups/upper/full,27,1224618113
moves/dmv/DROP/groups/upper/full,28,1195489271
moves/dmv/DROP/groups/upper/full,29,1240227207
moves/dmv/DROP/groups/upper/incremental,0,369147905
moves/dmv/DROP/groups/upper/incremental,1,358592940
moves/dmv/DROP/groups/upper/incremental,2,356746463
moves/dmv/DROP/groups/upper/incremental,3,366094476
moves/dmv/DROP/groups/upper/incremental,4,352079235
moves/dmv/DROP/groups/upper/incremental,5,361417632
moves/dmv/DROP/groups/upper/incremental,6,354914937
moves/dmv/DROP/groups/upper/incremental,7,351530215
moves/dmv/DROP/groups/upper/incremental,8,354258868
moves/dmv/DROP/groups/upper/incremental,9,356125952
moves/dmv/DROP/groups/upper/incremental,10,359618693
moves/dmv/DROP/groups/upper/incremental,11,365854984
moves/dmv/DROP/groups/upper/incremental,12,359905240
moves/dmv/DROP/groups/upper/incremental,13,362936697
moves/dmv/DROP/groups/upper/incremental,14,369912961
moves/dmv/DROP/groups/upper/incremental,15,361964396
moves/dmv/DROP/groups/upper/incremental,16,362185198
moves/dmv/DROP/groups/upper/incremental,17,349763331
moves/dmv/DROP/groups/upper/incremental,18,363687709
moves/dmv/DROP/groups/upper/incremental,19,359057721
moves/dmv/DROP/groups/upper/incremental,20,355965001
moves/dmv/DROP/groups/upper/incremental,21,370809787
moves/dmv/DROP/groups/upper/incremental,22,363039090
moves/dmv/DROP/groups/upper/incremental,23,360328274
moves/dmv/DROP/groups/upper/incremental,24,348575607
moves/dmv/DROP/groups/upper/incremental,25,369448398
moves/dmv/DROP/groups/upper/incremental,26,368567885
moves/dmv/DROP/groups/upper/incremental,27,369376810
moves/dmv/DROP/groups/upper/incremental,28,368164661
moves/dmv/DROP/groups/upper/incremental,29,348735194
moves/dmv/DROP/groups/pooled/full,0,1163251834
moves/dmv/DROP/groups/pooled/full,1,1163259772
moves/dmv/DROP/groups/pooled/full,2,1175099983
moves/dmv/DROP/groups/pooled/full,3,1148791711
moves/dmv/DROP/groups/pooled/full,4,1150211676
moves/dmv/DROP/groups/pooled/full,5,1194342357
moves/dmv/DROP/groups/pooled/full,6,1162720177
moves/dmv/DROP/groups/pooled/full,7,1197849897
moves/dmv/DROP/groups/pooled/full,8,1234843586
moves/dmv/DROP/groups/pooled/full,9,1197422942
moves/dmv/DROP/groups/pooled/full,10,1201341675
moves/dmv/DROP/groups/pooled/full,11,1199862971
moves/dmv/DROP/groups/pooled/full,12,1215177794
moves/dmv/DROP/groups/pooled/full,13,1202458596
moves/dmv/DROP/groups/pooled/full,14,1160114133
moves/dmv/DROP/groups/pooled/full,15,1150342723
moves/dmv/DROP/groups/pooled/full,16,1159594988
moves/dmv/DROP/groups/pooled/full,17,1212611422
moves/dmv/DROP/groups/pooled/full,18,1210779234
moves/dmv/DROP/groups/pooled/full,19,1225638985
moves/dmv/DROP/groups/pooled/full,20,1228125598
moves/dmv/DROP/groups/pooled/full,21,1215108387
moves/dmv/DROP/groups/pooled/full,22,1177305909
moves/dmv/DROP/groups/pooled/full,23,1219543634
moves/dmv/DROP/groups/pooled/full,24,1200279489
moves/dmv/DROP/groups/pooled/full,25,1186184349
moves/dmv/DROP/groups/pooled/full,26,1197695262
moves/dmv/DROP/groups/pooled/full,27,1205057743
moves/dmv/DROP/groups/pooled/full,28,1213390630
moves/dmv/DROP/groups/pooled/full,29,1250695176
moves/dmv/DROP/groups/pooled/incremental,0,390185191
moves/dmv/DROP/groups/pooled/incremental,1,393309924
moves/dmv/DROP/groups/pooled/incremental,2,401491528
moves/dmv/DROP/groups/pooled/incremental,3,408780897
moves/dmv/DROP/groups/pooled/incremental,4,409251765
moves/dmv/DROP/groups/pooled/incremental,5,397120136
moves/dmv/DROP/groups/pooled/incremental,6,406100214
moves/dmv/DROP/groups/pooled/incremental,7,419556034
moves/dmv/DROP/groups/pooled/incremental,8,407586939
moves/dmv/DROP/groups/pooled/incremental,9,404587275
moves/dmv/DROP/groups/pooled/incremental,10,411112704
moves/dmv/DROP/groups/pooled/incremental,11,407795154
moves/dmv/DROP/groups/pooled/incremental,12,408653156
moves/dmv/DROP/groups/pooled/incremental,13,402515493
moves/dmv/DROP/groups/pooled/incremental,14,398392350
moves/dmv/DROP/groups/pooled/incremental,15,388826917
moves/dmv/DROP/groups/pooled/incremental,16,401982928
moves/dmv/DROP/groups/pooled/incremental,17,396625502
moves/dmv/DROP/groups/pooled/incremental,18,404389424
moves/dmv/DROP/groups/pooled/incremental,19,399785366
moves/dmv/DROP/groups/pooled/incremental,20,410241902
moves/dmv/DROP/groups/pooled/incremental,21,401449163
moves/dmv/DROP/groups/pooled/incremental,22,404484903
moves/dmv/DROP/groups/pooled/incremental,23,409148708
moves/dmv/DROP/groups/pooled/incremental,24,387994908
moves/dmv/DROP/groups/pooled/incremental,25,399033869
moves/dmv/DROP/groups/pooled/incremental,26,396351274
moves/dmv/DROP/groups/pooled/incremental,27,401009333
moves/dmv/DROP/groups/pooled/incremental,28,394608517
moves/dmv/DROP/groups/pooled/incremental,29,399783091
moves/dmv/SWAP/groups/lower/full,0,1213611611
moves/dmv/SWAP/groups/lower/full,1,1205563933
moves/dmv/SWAP/groups/lower/full,2,1206689182
moves/dmv/SWAP/groups/lower/full,3,1220350421
moves/dmv/SWAP/groups/lower/full,4,1229949919
moves/dmv/SWAP/groups/lower/full,5,1251026325
moves/dmv/SWAP/groups/lower/full,6,1216012535
moves/dmv/SWAP/groups/lower/full,7,1187698961
moves/dmv/SWAP/groups/lower/full,8,1190887715
moves/dmv/SWAP/groups/lower/full,9,1190569705
moves/dmv/SWAP/groups/lower/full,10,1210537436
moves/dmv/SWAP/groups/lower/full,11,1226478530
moves/dmv/SWAP/groups/lower/full,12,1263537234
moves/dmv/SWAP/groups/lower/full,13,1206779420
moves/dmv/SWAP/groups/lower/full,14,1208312054
moves/dmv/SWAP/groups/lower/full,15,1163389409
moves/dmv/SWAP/groups/lower/full,16,1175587833
moves/dmv/SWAP/groups/lower/full,17,1175998712
moves/dmv/SWAP/groups/lower/full,18,1175937371
moves/dmv/SWAP/groups/lower/full,19,1173315829
moves/dmv/SWAP/groups/lower/full,20,1147239784
moves/dmv/SWAP/groups/lower/full,21,1157637934
moves/dmv/SWAP/groups/lower/full,22,1199470307
moves/dmv/SWAP/groups/lower/full,23,1200664615
moves/dmv/SWAP/groups/lower/full,24,1186160054
moves/dmv/SWAP/groups/lower/full,25,1172713134
moves/dmv/SWAP/groups/lower/full,26,1196753710
moves/dmv/SWAP/groups/lower/full,27,1171528382
moves/dmv/SWAP/groups/lower/full,28,1221625457
moves/dmv/SWAP/groups/lower/full,29,1212546124
moves/dmv/SWAP/groups/lower/incremental,0,543606156
moves/dmv/SWAP/groups/lower/incremental,1,557144011
moves/dmv/SWAP/groups/lower/incremental,2,540643757
moves/dmv/SWAP/groups/lower/incremental,3,551246480
moves/dmv/SWAP/groups/lower/incremental,4,560479217
moves/dmv/SWAP/groups/lower/incremental,5,550074906
moves/dmv/SWAP/groups/lower/incremental,6,555049887
moves/dmv/SWAP/groups/lower/incremental,7,553770733
moves/dmv/SWAP/groups/lower/incremental,8,553451628
moves/dmv/SWAP/groups/lower/incremental,9,550572077
moves/dmv/SWAP/groups/lower/incremental,10,569866150
moves/dmv/SWAP/groups/lower/incremental,11,563836239
moves/dmv/SWAP/groups/lower/incremental,12,553974571
moves/dmv/SWAP/groups/lower/incremental,13,546909423
moves/dmv/SWAP/groups/lower/incremental,14,543161348
moves/dmv/SWAP/groups/lower/incremental,15,567407137
moves/dmv/SWAP/groups/lower/incremental,16,534850040
moves/dmv/SWAP/groups/lower/incremental,17,536150598
moves/dmv/SWAP/groups/lower/incremental,18,545793712
moves/dmv/SWAP/groups/lower/incremental,19,539167522
moves/dmv/SWAP/groups/lower/incremental,20,557939469
moves/dmv/SWAP/groups/lower/incremental,21,547300678
moves/dmv/SWAP/groups/lower/incremental,22,547689424
moves/dmv/SWAP/groups/lower/incremental,23,543432217
moves/dmv/SWAP/groups/lower/incremental,24,542019924
moves/dmv/SWAP/groups/lower/incremental,25,539094444
moves/dmv/SWAP/groups/lower/incremental,26,524203776
moves/dmv/SWAP/groups/lower/incremental,27,522903166
moves/dmv/SWAP/groups/lower/incremental,28,520728330
moves/dmv/SWAP/groups/lower/incremental,29,525946431
moves/dmv/SWAP/groups/middle/full,0,1169394001
moves/dmv/SWAP/groups/middle/full,1,1190945850
moves/dmv/SWAP/groups/middle/full,2,1148765471
moves/dmv/SWAP/groups/middle/full,3,1146675299
moves/dmv/SWAP/groups/middle/full,4,1173388010
moves/dmv/SWAP/groups/middle/full,5,1166487101
moves/dmv/SWAP/groups/middle/full,6,1141451168
moves/dmv/SWAP/groups/middle/full,7,1156859762
moves/dmv/SWAP/groups/middle/full,8,1152348099
moves/dmv/SWAP/groups/middle/full,9,1140472224
moves/dmv/SWAP/groups/middle/full,10,1152412059
moves/dmv/SWAP/groups/middle/full,11,1160710030
moves/dmv/SWAP/groups/middle/full,12,1200344642
moves/dmv/SWAP/groups/middle/full,13,1183657855
moves/dmv/SWAP/groups/middle/full,14,1179368618
moves/dmv/SWAP/groups/middle/full,15,1166514039
moves/dmv/SWAP/groups/middle/full,16,1158935166
moves/dmv/SWAP/groups/middle/full,17,1131755507
moves/dmv/SWAP/groups/middle/full,18,1134008732
moves/dmv/SWAP/groups/middle/full,19,1163359663
moves/dmv/SWAP/groups/middle/full,20,1130390043
moves/dmv/SWAP/groups/middle/full,21,1124052687
moves/dmv/SWAP/groups/middle/full,22,1138741456
moves/dmv/SWAP/groups/middle/full,23,1125610201
moves/dmv/SWAP/groups/middle/full,24,1151224750
moves/dmv/SWAP/groups/middle/full,25,1132832244
moves/dmv/SWAP/groups/middle/full,26,1154786201
moves/dmv/SWAP/groups/middle/full,27,1103948932
moves/dmv/SWAP/groups/middle/full,28,1108453776
moves/dmv/SWAP/groups/middle/full,29,1124516129
moves/dmv/SWAP/groups/middle/incremental,0,589134340
moves/dmv/SWAP/groups/middle/incremental,1,604411739
moves/dmv/SWAP/groups/middle/incremental,2,573611598
moves/dmv/SWAP/groups/middle/incremental,3,582671478
moves/dmv/SWAP/groups/middle/incremental,4,579210805
moves/dmv/SWAP/groups/middle/incremental,5,589093934
moves/dmv/SWAP/groups/middle/incremental,6,575174249
moves/dmv/SWAP/groups/middle/incremental,7,584628334
moves/dmv/SWAP/groups/middle/incremental,8,577150826
moves/dmv/SWAP/groups/middle/incremental,9,593139389
moves/dmv/SWAP/groups/middle/incremental,10,612832329
moves/dmv/SWAP/groups/middle/incremental,11,603715159
moves/dmv/SWAP/groups/middle/incremental,12,598091267
moves/dmv/SWAP/groups/middle/incremental,13,604301783
moves/dmv/SWAP/groups/middle/incremental,14,597004883
moves/dmv/SWAP/groups/middle/incremental,15,596407027
moves/dmv/SWAP/groups/middle/incremental,16,600376171
moves/dmv/SWAP/groups/middle/incremental,17,586706321
moves/dmv/SWAP/groups/middle/incremental,18,590131067
moves/dmv/SWAP/groups/middle/incremental,19,580381380
moves/dmv/SWAP/groups/middle/incremental,20,597110131
moves/dmv/SWAP/groups/middle/incremental,21,589372634
moves/dmv/SWAP/groups/middle/incremental,22,594820802
moves/dmv/SWAP/groups/middle/incremental,23,585861609
moves/dmv/SWAP/groups/middle/incremental,24,568508564
moves/dmv/SWAP/groups/middle/incremental,25,569335170
moves/dmv/SWAP/groups/middle/incremental,26,575309673
moves/dmv/SWAP/groups/middle/incremental,27,573005066
moves/dmv/SWAP/groups/middle/incremental,28,585240985
moves/dmv/SWAP/groups/middle/incremental,29,558405270
moves/dmv/SWAP/groups/upper/full,0,1107255584
moves/dmv/SWAP/groups/upper/full,1,1105150645
moves/dmv/SWAP/groups/upper/full,2,1123298188
moves/dmv/SWAP/groups/upper/full,3,1137428927
moves/dmv/SWAP/groups/upper/full,4,1135092221
moves/dmv/SWAP/groups/upper/full,5,1159797332
moves/dmv/SWAP/groups/upper/full,6,1146778737
moves/dmv/SWAP/groups/upper/full,7,1140649540
moves/dmv/SWAP/groups/upper/full,8,1139842003
moves/dmv/SWAP/groups/upper/full,9,1138251097
moves/dmv/SWAP/groups/upper/full,10,1147873758
moves/dmv/SWAP/groups/upper/full,11,1156705838
moves/dmv/SWAP/groups/upper/full,12,1142711145
moves/dmv/SWAP/groups/upper/full,13,1149093832
moves/dmv/SWAP/groups/upper/full,14,1162605665
moves/dmv/SWAP/groups/upper/full,15,1153723952
moves/dmv/SWAP/groups/upper/full,16,1099996630
moves/dmv/SWAP/groups/upper/full,17,1125834273
moves/dmv/SWAP/groups/upper/full,18,1111079797
moves/dmv/SWAP/groups/upper/full,19,1111251790
moves/dmv/SWAP/groups/upper/full,20,1144158364
moves/dmv/SWAP/groups/upper/full,21,1140751940
moves/dmv/SWAP/groups/upper/full,22,1120100723
moves/dmv/SWAP/groups/upper/full,23,1101779847
moves/dmv/SWAP/groups/upper/full,24,1097372260
moves/dmv/SWAP/groups/upper/full,25,1093717851
moves/dmv/SWAP/groups/upper/full,26,1102865493
moves/dmv/SWAP/groups/upper/full,27,1059789402
moves/dmv/SWAP/groups/upper/full,28,1064832476
moves/dmv/SWAP/groups/upper/full,29,1058263920
moves/dmv/SWAP/groups/upper/incremental,0,619011338
moves/dmv/SWAP/groups/upper/incremental,1,623393083
moves/dmv/SWAP/groups/upper/incremental,2,616970501
moves/dmv/SWAP/groups/upper/incremental,3,626848595
moves/dmv/SWAP/groups/upper/incremental,4,627471406
moves/dmv/SWAP/groups/upper/incremental,5,617555270
moves/dmv/SWAP/groups/upper/incremental,6,615972428
moves/dmv/SWAP/groups/upper/incremental,7,617621397
moves/dmv/SWAP/groups/upper/incremental,8,607820225
moves/dmv/SWAP/groups/upper/incremental,9,612658053
moves/dmv/SWAP/groups/upper/incremental,10,608627819
moves/dmv/SWAP/groups/upper/incremental,11,629199638
moves/dmv/SWAP/groups/upper/incremental,12,629466567
moves/dmv/SWAP/groups/upper/incremental,13,625444453
moves/dmv/SWAP/groups/upper/incremental,14,635512739
moves/dmv/SWAP/groups/upper/incremental,15,622649600
moves/dmv/SWAP/groups/upper/incremental,16,622580305
moves/dmv/SWAP/groups/upper/incremental,17,624115111
moves/dmv/SWAP/groups/upper/incremental,18,622804962
moves/dmv/SWAP/groups/upper/incremental,19,639955991
moves/dmv/SWAP/groups/upper/incremental,20,607128614
moves/dmv/SWAP/groups/upper/incremental,21,620820686
moves/dmv/SWAP/groups/upper/incremental,22,603352198
moves/dmv/SWAP/groups/upper/incremental,23,619343778
moves/dmv/SWAP/groups/upper/incremental,24,609457877
moves/dmv/SWAP/groups/upper/incremental,25,610183906
moves/dmv/SWAP/groups/upper/incremental,26,611694046
moves/dmv/SWAP/groups/upper/incremental,27,607100066
moves/dmv/SWAP/groups/upper/incremental,28,627764754
moves/dmv/SWAP/groups/upper/incremental,29,639842368
moves/dmv/SWAP/groups/pooled/full,0,1068730658
moves/dmv/SWAP/groups/pooled/full,1,1081992384
moves/dmv/SWAP/groups/pooled/full,2,1114227184
moves/dmv/SWAP/groups/pooled/full,3,1114140897
moves/dmv/SWAP/groups/pooled/full,4,1127626764
moves/dmv/SWAP/groups/pooled/full,5,1118400245
moves/dmv/SWAP/groups/pooled/full,6,1102444906
moves/dmv/SWAP/groups/pooled/full,7,1111782467
moves/dmv/SWAP/groups/pooled/full,8,1098385154
moves/dmv/SWAP/groups/pooled/full,9,1106012623
moves/dmv/SWAP/groups/pooled/full,10,1101443772
moves/dmv/SWAP/groups/pooled/full,11,1119096893
moves/dmv/SWAP/groups/pooled/full,12,1141800265
moves/dmv/SWAP/groups/pooled/full,13,1129634543
moves/dmv/SWAP/groups/pooled/full,14,1144966851
moves/dmv/SWAP/groups/pooled/full,15,1123529705
moves/dmv/SWAP/groups/pooled/full,16,1128112708
moves/dmv/SWAP/groups/pooled/full,17,1141938766
moves/dmv/SWAP/groups/pooled/full,18,1075256045
moves/dmv/SWAP/groups/pooled/full,19,1095617489
moves/dmv/SWAP/groups/pooled/full,20,1100110755
moves/dmv/SWAP/groups/pooled/full,21,1138042448
moves/dmv/SWAP/groups/pooled/full,22,1074825435
moves/dmv/SWAP/groups/pooled/full,23,1081990213
moves/dmv/SWAP/groups/pooled/full,24,1085744585
moves/dmv/SWAP/groups/pooled/full,25,1087587328
moves/dmv/SWAP/groups/pooled/full,26,1126717157
moves/dmv/SWAP/groups/pooled/full,27,1117533626
moves/dmv/SWAP/groups/pooled/full,28,1125347466
moves/dmv/SWAP/groups/pooled/full,29,1132856475
moves/dmv/SWAP/groups/pooled/incremental,0,562971036
moves/dmv/SWAP/groups/pooled/incremental,1,567023521
moves/dmv/SWAP/groups/pooled/incremental,2,579414185
moves/dmv/SWAP/groups/pooled/incremental,3,579504646
moves/dmv/SWAP/groups/pooled/incremental,4,586001386
moves/dmv/SWAP/groups/pooled/incremental,5,584514432
moves/dmv/SWAP/groups/pooled/incremental,6,579133686
moves/dmv/SWAP/groups/pooled/incremental,7,595650058
moves/dmv/SWAP/groups/pooled/incremental,8,574030303
moves/dmv/SWAP/groups/pooled/incremental,9,562192537
moves/dmv/SWAP/groups/pooled/incremental,10,570404243
moves/dmv/SWAP/groups/pooled/incremental,11,575590939
moves/dmv/SWAP/groups/pooled/incremental,12,565589989
moves/dmv/SWAP/groups/pooled/incremental,13,584556676
moves/dmv/SWAP/groups/pooled/incremental,14,585834975
moves/dmv/SWAP/groups/pooled/incremental,15,616341123
moves/dmv/SWAP/groups/pooled/incremental,16,617013086
moves/dmv/SWAP/groups/pooled/incremental,17,581407327
moves/dmv/SWAP/groups/pooled/incremental,18,592676011
moves/dmv/SWAP/groups/pooled/incremental,19,596063532
moves/dmv/SWAP/groups/pooled/incremental,20,563698588
moves/dmv/SWAP/groups/pooled/incremental,21,564614794
moves/dmv/SWAP/groups/pooled/incremental,22,567212752
moves/dmv/SWAP/groups/pooled/incremental,23,565269571
moves/dmv/SWAP/groups/pooled/incremental,24,581574617
moves/dmv/SWAP/groups/pooled/incremental,25,555703613
moves/dmv/SWAP/groups/pooled/incremental,26,581388599
moves/dmv/SWAP/groups/pooled/incremental,27,591114499
moves/dmv/SWAP/groups/pooled/incremental,28,589610880
moves/dmv/SWAP/groups/pooled/incremental,29,578735935
trajectory/full,0,179230023
trajectory/full,1,178308837
trajectory/full,2,179229878
trajectory/full,3,181358321
trajectory/full,4,179838498
trajectory/full,5,178736237
trajectory/full,6,181133373
trajectory/full,7,181349842
trajectory/full,8,177173301
trajectory/full,9,178566000
trajectory/full,10,181967431
trajectory/full,11,179012391
trajectory/full,12,177197815
trajectory/full,13,180063229
trajectory/full,14,181174102
trajectory/full,15,180588371
trajectory/full,16,180729328
trajectory/full,17,179979835
trajectory/full,18,179345805
trajectory/full,19,177514395
trajectory/full,20,178554986
trajectory/full,21,180158972
trajectory/full,22,183302544
trajectory/full,23,203585628
trajectory/full,24,199137398
trajectory/full,25,196754288
trajectory/full,26,191017049
trajectory/full,27,202228089
trajectory/full,28,189543327
trajectory/full,29,190328881
trajectory/incremental,0,131293609
trajectory/incremental,1,128821812
trajectory/incremental,2,141582656
trajectory/incremental,3,135087644
trajectory/incremental,4,129155398
trajectory/incremental,5,129611819
trajectory/incremental,6,128084300
trajectory/incremental,7,127268380
trajectory/incremental,8,126581648
trajectory/incremental,9,128179754
trajectory/incremental,10,131014090
trajectory/incremental,11,130103994
trajectory/incremental,12,128841435
trajectory/incremental,13,127428696
trajectory/incremental,14,128358729
trajectory/incremental,15,127757747
trajectory/incremental,16,134983411
trajectory/incremental,17,136323399
trajectory/incremental,18,132433606
trajectory/incremental,19,127769936
trajectory/incremental,20,127654994
trajectory/incremental,21,127516420
trajectory/incremental,22,126348731
trajectory/incremental,23,127853224
trajectory/incremental,24,127840178
trajectory/incremental,25,128621701
trajectory/incremental,26,135272735
trajectory/incremental,27,135656053
trajectory/incremental,28,126741893
trajectory/incremental,29,125799281
