configuration,family,run_order,mcv_count,fd_count,total_count,subset_seed,phase,repetition,seconds,mcv_ids,fd_ids
fd_32_s0,fd_only,11,0,32,32,0,measured,4,0.32664841299992986,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
fd_32_s0,fd_only,11,0,32,32,0,measured,5,0.3344762199994875,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
fd_32_s0,fd_only,11,0,32,32,0,measured,6,0.323662435002916,,1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
mcv_32_s0,mcv_only,12,32,0,32,0,warmup,0,0.2510370769959991,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,0,0.24937192800280172,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,1,0.22772863200225402,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,2,0.2253568029991584,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,3,0.24577033199602738,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,4,0.2400407820023247,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,5,0.23373146499943687,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
mcv_32_s0,mcv_only,12,32,0,32,0,measured,6,0.2374179130056291,0;1;2;4;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35,
empty,empty,13,0,0,0,,warmup,0,0.11500302400236251,,
empty,empty,13,0,0,0,,measured,0,0.11361550799483666,,
empty,empty,13,0,0,0,,measured,1,0.11154695099685341,,
empty,empty,13,0,0,0,,measured,2,0.11398570200253744,,
empty,empty,13,0,0,0,,measured,3,0.11643160799576435,,
empty,empty,13,0,0,0,,measured,4,0.11765775899402797,,
empty,empty,13,0,0,0,,measured,5,0.11475912199966842,,
empty,empty,13,0,0,0,,measured,6,0.11600367200298933,,
mcv_24_s2,mcv_only,14,24,0,24,2,warmup,0,0.20240883800579468,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,0,0.20384719200228574,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,1,0.1969865339997341,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,2,0.2023216359957587,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
