query,truth,zero_truth,frozen_estimate,fresh_replay_estimate,fresh_native_estimate,frozen_qerror,fresh_replay_qerror,semantic_relative_error,mcv_trace_changed,fd_trace_changed,control_class
dmv.43,10989987,False,,11088723.44036289,11088723.440362891,,1.0089842181217221,1.679765176982356e-16,False,False,unchanged
dmv.44,355313,False,,364952.4629041211,364952.4629041235,,1.0271294968214535,6.539246449966071e-15,False,False,unchanged
dmv.45,10686910,False,,10810496.492202725,10810496.492202725,,1.0115642867959704,0.0,False,False,unchanged
dmv.46,2266519,False,,2197173.214572812,2197173.2145728124,,1.031561364833346,2.11936539285673e-16,False,False,unchanged
dmv.47,2454375,False,,2501648.431157304,2501648.4311573044,,1.01926088358841,1.8614177816037746e-16,False,False,unchanged
dmv.48,6389459,False,,6427653.730665677,6427653.730665677,,1.0059777722442036,0.0,False,False,unchanged
dmv.49,6453,False,,949.3805195559762,949.3805195559761,,6.7970638401323615,1.197484416204234e-16,False,False,unchanged
dmv.50,4308157,False,,3907935.208432478,3907935.2084324798,,1.1024125964790639,4.766315329926073e-16,False,False,unchanged
dmv.51,639039,False,,809576.8891037998,809576.8891037997,,1.266866167955007,1.4379773359860406e-16,False,False,unchanged
dmv.52,1231197,False,,1053126.5264550105,1053126.5264550103,,1.169087444928771,2.2108515720101957e-16,False,False,unchanged
dmv.53,2195533,False,,1466954.7579916096,1466954.757991611,,1.496660335323414,9.523019399969843e-16,False,False,unchanged
dmv.54,768537,False,,1076965.1043357137,1076965.1043357137,,1.4013184847778488,0.0,False,False,unchanged
dmv.55,2561564,False,,2887681.2139030416,2887681.213903043,,1.1273117571542393,4.837735741733862e-16,False,False,unchanged
dmv.56,1779379,False,,1771282.6495561933,1771282.6495561933,,1.004570896940607,0.0,False,False,unchanged
dmv.57,3444378,False,,3719542.7669402314,3719542.7669402333,,1.0798880863076676,5.007726126410974e-16,False,False,unchanged
dmv.58,1341497,False,,1369821.449778557,1369821.4497785585,,1.02111406121561,1.0198291625153412e-15,False,False,unchanged
dmv.59,1068078,False,,1251142.432911505,1251142.4329115048,,1.1713961273535314,1.8609443459770988e-16,False,False,unchanged
dmv.60,2038190,False,,2109228.2353430153,2109228.2353430153,,1.0348535884009906,0.0,False,False,unchanged
dmv.61,3783379,False,,3654324.3234467637,3654324.3234467627,,1.0353156056032573,2.548549313589808e-16,False,False,unchanged
dmv.62,10059065,False,,10169190.229787074,10169190.229787074,,1.0109478594468844,0.0,False,False,unchanged
dmv.63,183266,False,,249796.13422953436,249796.13422953436,,1.363024970422961,0.0,False,False,unchanged
dmv.64,8890328,False,,8239294.278798448,8239294.278798448,,1.0790157141099825,0.0,False,False,unchanged
dmv.65,2830451,False,,2674014.6550647723,2674014.655064773,,1.0585024261699263,1.7414313209755372e-16,False,False,unchanged
dmv.66,2349408,False,,2393605.9947299864,2393605.9947299864,,1.0188123964547606,0.0,False,False,unchanged
dmv.67,5907770,False,,5903260.302221102,5903260.302221103,,1.000763933411034,1.5776410439923652e-16,False,False,unchanged
