query,truth,zero_truth,frozen_estimate,fresh_replay_estimate,fresh_native_estimate,frozen_qerror,fresh_replay_qerror,semantic_relative_error,mcv_trace_changed,fd_trace_changed,control_class
dmv.420,9264083,False,,9375514.349416176,9375514.349416178,,1.012028319415551,1.9867124936424909e-16,False,False,unchanged
dmv.421,830907,False,,183936.51099542255,183936.51099542264,,4.5173576224933285,4.746827636214862e-16,False,False,unchanged
dmv.422,11247415,False,,11341056.418179763,11341056.418179765,,1.0083255946526168,1.6423912204908251e-16,False,False,unchanged
dmv.423,162782,False,,31708.13709640743,31708.137096407434,,5.133761075432066,1.1473328742179242e-16,False,False,unchanged
dmv.424,377835,False,,430661.9533542517,430661.95335425175,,1.1398148751551649,1.3515858659004233e-16,False,False,unchanged
dmv.425,6009427,False,,6038002.114686655,6038002.114686654,,1.0047550481413046,1.5424349924458581e-16,False,False,unchanged
dmv.426,478647,False,,624296.8431814204,624296.8431814204,,1.3042949045568453,0.0,False,False,unchanged
dmv.427,1222048,False,,1270724.9163551575,1270724.9163551573,,1.0398322458325349,1.8322662966403608e-16,False,False,unchanged
dmv.428,182503,False,,181910.9183222647,181910.9183222647,,1.0032547891198393,0.0,False,False,unchanged
dmv.429,10427289,False,,10546719.63082299,10546719.630822992,,1.0114536607571718,1.7660895656952334e-16,False,False,unchanged
dmv.430,216551,False,,236205.60231259404,236205.60231259392,,1.0907620020807756,4.928558877823357e-16,False,False,unchanged
dmv.431,10124279,False,,10277151.358347103,10277151.358347105,,1.0150995797673201,1.812413853103483e-16,False,False,unchanged
dmv.432,3050865,False,,3076678.7814849666,3076678.781484966,,1.0084611352796558,1.5135193511588712e-16,False,False,unchanged
dmv.433,10589323,False,,10734255.106392646,10734255.106392646,,1.0136866262737143,0.0,False,False,unchanged
dmv.434,10514004,False,,10617331.162962157,10617331.162962155,,1.0098275750096877,1.754344025482288e-16,False,False,unchanged
dmv.435,2288949,False,,2135204.1765424456,2135204.1765424456,,1.0720047408798699,0.0,False,False,unchanged
dmv.436,358398,False,,380082.05333333265,380082.05333333527,,1.060502718579157,6.891524390942093e-15,False,False,unchanged
dmv.437,10908450,False,,11043352.28716673,11043352.287166728,,1.0123667695379939,1.6866664222923523e-16,False,False,unchanged
dmv.438,6697537,False,,5932254.30562107,5932254.305621069,,1.1290036898205444,1.5699302940081477e-16,False,False,unchanged
dmv.439,10458194,False,,10544122.316792047,10544122.316792047,,1.0082163628626555,0.0,False,False,unchanged
dmv.440,4770904,False,,4830652.253041282,4830652.253041283,,1.0125234657920767,1.927943734780611e-16,False,False,unchanged
dmv.441,11006923,False,,11104311.961415438,11104311.96141544,,1.0088479733541733,1.6774070790726688e-16,False,False,unchanged
dmv.442,2679966,False,,2654733.076239799,2654733.076239799,,1.0095048816719234,0.0,False,False,unchanged
dmv.443,11185802,False,,11277854.553176405,11277854.553176405,,1.0082294102091567,0.0,False,False,unchanged
dmv.444,299619,False,,303926.1404163827,303926.1404163827,,1.0143753914684406,0.0,False,False,unchanged
dmv.445,236657,False,,387866.5539822889,387866.553982289,,1.6389397059131525,1.5007135912039822e-16,False,False,unchanged
dmv.446,80705,False,,74989.87553564942,74989.87553564942,,1.0762119475932943,0.0,False,False,unchanged
dmv.447,1670223,False,,1714639.6956485168,1714639.6956485168,,1.0265932726638998,0.0,False,False,unchanged
dmv.448,764502,False,,995999.2493450654,995999.2493450661,,1.3028079054666508,7.012976479860928e-16,False,False,unchanged
dmv.449,144222,False,,87320.36789911301,87320.36789911301,,1.6516421479880754,0.0,False,False,unchanged
dmv.450,149209,False,,142299.14607674972,142299.14607674975,,1.0485586464413736,2.045256859168811e-16,False,False,unchanged
dmv.451,4387093,False,,4424478.232496474,4424478.232496471,,1.0085216412089906,6.314795953397572e-16,False,False,unchanged
dmv.452,724261,False,,714385.9316229052,714385.9316229052,,1.0138231562800533,0.0,False,False,unchanged
dmv.453,9262339,False,,9367496.446174748,9367496.446174748,,1.0113532279670123,0.0,False,False,unchanged
dmv.454,322838,False,,248873.0321568175,248873.03215681744,,1.2971996089820468,2.3388496700112595e-16,False,False,unchanged
dmv.455,6331292,False,,6162043.356073419,6162043.356073418,,1.027466318256227,1.5113859491065584e-16,False,False,unchanged
dmv.456,1252519,False,,1235691.3664294123,1235691.3664294123,,1.0136179907279048,0.0,False,False,unchanged
dmv.457,11024182,False,,11027428.821114413,11027428.821114415,,1.000294518097979,1.689101947014627e-16,False,False,unchanged
dmv.458,1283750,False,,1315700.1502185948,1315700.1502185948,,1.0248881403844945,0.0,False,False,unchanged
dmv.459,2600691,False,,2278106.3817719147,2278106.381771914,,1.1416020870707444,2.0440717388515775e-16,False,False,unchanged
dmv.460,3892567,False,,3915118.4503231533,3915118.4503231533,,1.0057934649096993,0.0,False,False,unchanged
dmv.461,11452736,False,,11547138.013528474,11547138.013528474,,1.0082427477179665,0.0,False,False,unchanged
dmv.462,3458227,False,,3433733.930905051,3433733.9309050506,,1.007133071340939,1.3561367790223687e-16,False,False,unchanged
dmv.463,10648795,False,,10812088.246666666,10812088.246666668,,1.0153344342403685,1.7227431988498657e-16,False,False,unchanged
dmv.464,3115823,False,,3041297.901743519,3041297.901743519,,1.0245043730223722,0.0,False,False,unchanged
dmv.465,1465100,False,,1535037.7401538868,1535037.7401538882,,1.047735813360103,9.100648312289504e-16,False,False,unchanged
dmv.466,11439162,False,,11538011.449270165,11538011.449270163,,1.008641319116747,1.6143554350076317e-16,False,True,fd
dmv.467,10309913,False,,10387832.622988936,10387832.62298894,,1.0075577381680074,3.5862055480347345e-16,False,False,unchanged
dmv.468,9905767,False,,9852792.009850683,9852792.009850685,,1.005376647563082,1.8904744435574304e-16,False,False,unchanged
dmv.469,55032,False,,34044.44718689153,34044.44718689153,,1.6164750656074545,0.0,False,False,unchanged
dmv.470,70067,False,,44901.72908231416,44901.72908231416,,1.5604521570105394,0.0,False,False,unchanged
dmv.471,792592,False,,878614.9545288527,878614.9545288527,,1.108533715365349,0.0,False,False,unchanged
dmv.472,9271178,False,,9008896.997980725,9008896.997980729,,1.029113553199472,4.135123644211836e-16,False,False,unchanged
dmv.473,490548,False,,617089.6516871142,617089.6516871142,,1.2579597749600735,0.0,False,False,unchanged
dmv.474,5879845,False,,5907663.157354452,5907663.157354452,,1.004731103856386,0.0,False,False,unchanged
dmv.475,11488992,False,,11585122.828153746,11585122.828153746,,1.008367211688697,0.0,False,True,fd
dmv.476,632161,False,,698465.3726154829,698465.3726154831,,1.1048852627977412,3.333460079517024e-16,False,False,unchanged
dmv.477,5670128,False,,5657450.067148182,5657450.067148182,,1.0022409270433401,0.0,False,False,unchanged
dmv.478,3722961,False,,3749747.921378216,3749747.921378216,,1.0071950582824305,0.0,False,False,unchanged
dmv.479,338310,False,,380316.7097079487,380316.7097079487,,1.1241663258784804,0.0,False,False,unchanged
dmv.480,1226813,False,,1228440.5146395427,1228440.514639543,,1.0013266199816457,1.8953351088570073e-16,False,False,unchanged
dmv.481,40637,False,,42126.95828613883,42126.958286138826,,1.0366650659777747,1.7271500032741407e-16,False,False,unchanged
dmv.482,11067379,False,,11171330.46626302,11171330.46626302,,1.0093926002048923,0.0,False,False,unchanged
dmv.483,10340160,False,,10418936.489810707,10418936.489810705,,1.007618498148066,1.7877497871808203e-16,False,False,unchanged
dmv.484,4431400,False,,4488911.267292636,4488911.267292636,,1.0129781259404784,0.0,False,True,fd
dmv.485,11331532,False,,11430730.113463223,11430730.113463229,,1.0087541661148045,4.888520148954741e-16,False,False,unchanged
dmv.486,10979773,False,,11115261.993786845,11115261.993786843,,1.0123398720344077,1.6757546068388939e-16,False,False,unchanged
dmv.487,3125805,False,,3216139.7451483724,3216139.745148373,,1.0288996738914846,1.4478888487672245e-16,False,False,unchanged
dmv.488,8966082,False,,9085455.068717938,9085455.068717934,,1.013313849763803,4.100279259856157e-16,False,False,unchanged
dmv.489,92662,False,,141336.10339157868,141336.10339157865,,1.5252865618223077,2.0591929279456718e-16,False,False,unchanged
dmv.490,4068371,False,,4065605.1926725092,4065605.1926725097,,1.0006802941250852,1.145367701091602e-16,False,False,unchanged
dmv.491,61734,False,,80497.01180090196,80497.01180090196,,1.303933194040593,0.0,False,False,unchanged
dmv.492,984113,False,,867220.3409864213,867220.3409864216,,1.1347900337307804,2.68479223387491e-16,False,False,unchanged
dmv.493,2108321,False,,2070962.7847444343,2070962.784744434,,1.018039056776279,1.124262808433817e-16,False,False,unchanged
dmv.494,11059944,False,,11154585.681451559,11154585.681451559,,1.008557157382674,0.0,False,False,unchanged
dmv.495,239333,False,,229350.6584005736,229350.65840057365,,1.0435243642596905,2.5379330200920765e-16,False,False,unchanged
dmv.496,1258512,False,,1712324.5593281745,1712324.5593281742,,1.3605945428634565,1.3597343002848716e-16,False,False,unchanged
dmv.497,95203,False,,15290.377397854721,15290.377397854725,,6.22633421810486,2.3792603102145337e-16,False,False,unchanged
dmv.498,907153,False,,1597975.8549264842,1597975.8549264837,,1.7615284907027637,2.9140696079488784e-16,False,False,unchanged
dmv.499,633872,False,,764459.9685013185,764459.9685013186,,1.206016306922089,1.5228439241254267e-16,False,False,unchanged
dmv.500,10950346,False,,11043203.691631533,11043203.691631531,,1.0084798865379718,1.6866891177987214e-16,False,False,unchanged
dmv.501,11582530,False,,11454964.70370283,11454964.70370283,,1.0111362452523258,0.0,False,False,unchanged
dmv.502,337867,False,,344252.20462131046,344252.2046213104,,1.0188985743541408,1.6908435191431205e-16,False,False,unchanged
dmv.503,1524879,False,,1494056.4995695148,1494056.4995695148,,1.0206300768674854,0.0,False,False,unchanged
dmv.504,1707814,False,,1835195.6346374692,1835195.634637469,,1.0745875339102906,1.2686965861264368e-16,False,False,unchanged
dmv.505,4141913,False,,4125940.8755581104,4125940.8755581104,,1.0038711471937245,0.0,False,False,unchanged
dmv.506,10360415,False,,10457950.621702723,10457950.621702725,,1.009414258183936,1.7810804588860145e-16,False,False,unchanged
dmv.507,1456541,False,,1483420.21430214,1483420.21430214,,1.0184541419034137,0.0,False,False,unchanged
dmv.508,10048380,False,,10180869.605521461,10180869.605521465,,1.0131851706963173,3.65910815363115e-16,False,False,unchanged
dmv.509,311260,False,,309657.0628056764,309657.06280567637,,1.0051764916317425,1.8797459481812406e-16,False,False,unchanged
dmv.510,174554,False,,161340.04219613541,161340.0421961354,,1.0819012913595303,1.8038814209155348e-16,False,False,unchanged
dmv.511,66617,False,,59881.322410952234,59881.32241095223,,1.11248378155082,1.215062948050837e-16,False,False,unchanged
dmv.512,4225182,False,,4234580.601393493,4234580.60139349,,1.002224425218486,6.59797979267891e-16,False,False,unchanged
dmv.513,2451272,False,,2512034.0694371425,2512034.0694371434,,1.0247879751562219,3.707444042843553e-16,False,False,unchanged
dmv.514,276638,False,,432471.4195767552,432471.4195767551,,1.563311691006858,2.6918616250032545e-16,False,False,unchanged
dmv.515,1028573,False,,1029029.522933635,1029029.5229336355,,1.0004438410629435,4.52524710836475e-16,False,False,unchanged
dmv.516,61704,False,,32598.73203607507,32598.732036075173,,1.8928343572294735,3.1247659107060203e-15,False,False,unchanged
dmv.517,903701,False,,900619.0854833877,900619.0854833876,,1.0034219955653707,1.292614421605905e-16,False,False,unchanged
dmv.518,10442483,False,,10582857.391275639,10582857.391275637,,1.0134426257888702,1.7600588199993097e-16,False,False,unchanged
dmv.519,10635657,False,,10710641.747859577,10710641.747859577,,1.0070503164834648,0.0,False,False,unchanged
dmv.520,10483715,False,,10596016.510564651,10596016.510564651,,1.0107119957538575,0.0,False,False,unchanged
dmv.521,10988193,False,,11124421.110354165,11124421.110354166,,1.0123976808884012,1.6743749007283456e-16,False,True,fd
dmv.522,11117417,False,,11213588.531163894,11213588.531163894,,1.0086505283703844,0.0,False,False,unchanged
dmv.523,3060458,False,,3009016.2283032336,3009016.2283032336,,1.017095877121864,0.0,False,False,unchanged
dmv.524,5138661,False,,5198161.628249174,5198161.628249171,,1.0115790141146057,5.374915063553903e-16,False,True,fd
dmv.525,2300820,False,,2356535.7391935526,2356535.739193553,,1.0242156010437813,1.976041693588303e-16,False,False,unchanged
dmv.526,276354,False,,98044.06405292338,98044.06405292338,,2.818671407285059,0.0,False,False,unchanged
dmv.527,292724,False,,364654.3765856673,364654.37658566737,,1.2457276362227467,1.5962419389691001e-16,False,False,unchanged
dmv.528,368108,False,,384160.57927160145,384160.5792716015,,1.0436083412248618,1.515190887722881e-16,False,False,unchanged
dmv.529,3754899,False,,3743857.5252733347,3743857.5252733342,,1.0029492240695936,1.243800770099396e-16,False,False,unchanged
dmv.530,3572109,False,,3202128.8739715,3202128.873971501,,1.115541922449119,2.9084481333207183e-16,False,False,unchanged
dmv.531,10507846,False,,10595682.388651893,10595682.388651893,,1.008359124091835,0.0,False,False,unchanged
dmv.532,3198808,False,,3211172.9170191693,3211172.9170191702,,1.0038654764584711,2.900256693370457e-16,False,False,unchanged
dmv.533,816256,False,,814586.2709145312,814586.2709145308,,1.0020497879047165,4.2874030406712873e-16,False,False,unchanged
dmv.534,1634423,False,,1579658.5419855292,1579658.5419855295,,1.0346685416872659,1.4739302036832368e-16,False,False,unchanged
dmv.535,2769148,False,,2734639.5920027066,2734639.5920027066,,1.0126189967037014,0.0,False,False,unchanged
dmv.536,2651,False,,12903.102006979956,12903.102006979954,,4.867258395692175,1.4097303133478068e-16,False,False,unchanged
dmv.537,10061631,False,,10164171.671280535,10164171.671280533,,1.0101912573896354,1.8325597101965237e-16,False,False,unchanged
dmv.538,7403033,False,,7010975.866674573,7010975.866674571,,1.0559204796566197,2.6567558991105787e-16,False,False,unchanged
dmv.539,6623096,False,,6626276.501505974,6626276.501505974,,1.0004802137106232,0.0,False,False,unchanged
dmv.540,10966778,False,,11087475.562454503,11087475.562454503,,1.0110057450287133,0.0,False,False,unchanged
dmv.541,7381725,False,,7344401.326177358,7344401.326177358,,1.0050819218837634,0.0,False,False,unchanged
dmv.542,5554134,False,,5557839.939335029,5557839.939335027,,1.0006672398136287,3.3513832164332084e-16,False,False,unchanged
dmv.543,726812,False,,803053.1434784557,803053.1434784556,,1.1048980251818292,1.4496590016779882e-16,False,False,unchanged
dmv.544,11539500,False,,11632632.883183146,11632632.883183146,,1.0080707901714239,0.0,False,False,unchanged
dmv.545,6298281,False,,6424979.167867653,6424979.167867653,,1.0201163091750993,0.0,False,False,unchanged
dmv.546,199588,False,,437443.4397372295,437443.4397372296,,2.1917321669500645,2.661265691785548e-16,False,False,unchanged
dmv.547,37,False,,3086.72720938361,3086.7272093836104,,83.42505971307054,1.4732346593636072e-16,False,False,unchanged
dmv.548,10089382,False,,10119182.647232208,10119182.64723221,,1.0029536642811432,1.8407071145616943e-16,False,False,unchanged
dmv.549,783005,False,,884415.8281386804,884415.8281386801,,1.1295149177063752,3.948888683005809e-16,False,False,unchanged
dmv.550,10322431,False,,10666206.555486076,10666206.555486074,,1.0333037397378655,1.7463051550158862e-16,False,False,unchanged
dmv.551,8612812,False,,8717235.910642019,8717235.910642019,,1.0121242528737442,0.0,False,False,unchanged
dmv.552,30504,False,,36772.120587860685,36772.12058786068,,1.205485201542771,1.9786614146439482e-16,False,False,unchanged
dmv.553,172258,False,,34251.01631804881,34251.01631804881,,5.029281420453135,0.0,False,False,unchanged
dmv.554,11090039,False,,11016129.09116567,11016129.09116567,,1.0067092449827593,0.0,False,False,unchanged
dmv.555,916030,False,,1037367.5142404804,1037367.5142404801,,1.1324601969809727,2.2444373903913805e-16,False,False,unchanged
dmv.556,3143,False,,706.1478372535246,706.1478372535246,,4.450909333977872,0.0,False,False,unchanged
dmv.557,83907,False,,57624.784692278234,57624.78469227824,,1.4560922083799752,1.2626437830592725e-16,False,False,unchanged
dmv.558,10503558,False,,10569306.246283028,10569306.246283026,,1.0062596166254356,1.7623154309546145e-16,False,False,unchanged
dmv.559,314514,False,,285471.53820741613,285471.5382074162,,1.1017350520298888,2.039000499978924e-16,False,False,unchanged
dmv.560,6634349,False,,6635545.948855702,6635545.948855702,,1.000180416926469,0.0,False,False,unchanged
dmv.561,409016,False,,749121.2789839706,749121.2789839709,,1.8315207204216233,3.108050060594415e-16,False,False,unchanged
dmv.562,214,False,,2797.596544771377,2797.5965447713775,,13.072881050333537,1.6254929672985657e-16,False,False,unchanged
dmv.563,398443,False,,384703.0077207915,384703.0077207915,,1.035715843139913,0.0,False,False,unchanged
dmv.564,583325,False,,859722.3121463121,859722.312146312,,1.4738307326898592,1.3541037632988947e-16,False,False,unchanged
dmv.565,867893,False,,891299.7791580883,891299.7791580885,,1.0269696600365348,2.612259635852247e-16,False,False,unchanged
dmv.566,5530887,False,,5881675.239370895,5881675.2393708965,,1.0634235050130105,3.16686160562341e-16,False,False,unchanged
dmv.567,292112,False,,148317.95208967815,148317.95208967818,,1.969498606772692,1.9622594599429555e-16,False,False,unchanged
dmv.568,6372406,False,,6489211.800276979,6489211.800276978,,1.018329936962111,1.4351859721634097e-16,False,False,unchanged
dmv.569,55921,False,,59006.395072842155,59006.39507284218,,1.0551741755841662,3.6992385004378287e-16,False,False,unchanged
dmv.570,10410980,False,,10429674.820130397,10429674.8201304,,1.001795683031799,3.5718182615547137e-16,False,False,unchanged
dmv.571,2055832,False,,1822201.52948842,1822201.5294884203,,1.1282132995339824,1.2777436517641186e-16,False,False,unchanged
dmv.572,1888162,False,,652270.1359768395,652270.1359768399,,2.8947546359336065,7.139086424834777e-16,False,False,unchanged
dmv.573,9759197,False,,9766503.20504071,9766503.20504071,,1.0007486481767618,0.0,False,False,unchanged
dmv.574,11310899,False,,11411946.817591738,11411946.817591742,,1.0089336681011596,3.264377549253301e-16,False,False,unchanged
dmv.575,8447441,False,,8585162.417125555,8585162.417125557,,1.0163033298635118,2.169609680901761e-16,False,False,unchanged
dmv.576,150309,False,,145145.73276578082,145145.7327657808,,1.0355729867894294,2.0051454425944482e-16,False,False,unchanged
dmv.577,6065749,False,,6238160.092796414,6238160.092796416,,1.0284237103771379,2.985888661917906e-16,False,False,unchanged
dmv.578,6264512,False,,6314100.390006079,6314100.390006078,,1.007915762633399,1.474988544828287e-16,False,False,unchanged
dmv.579,11276376,False,,11361700.065335963,11361700.065335963,,1.0075666211676484,0.0,False,False,unchanged
dmv.580,222876,False,,317244.07693256537,317244.07693256676,,1.4234106719995216,4.403498641899498e-15,False,False,unchanged
dmv.581,9893580,False,,9964909.51700804,9964909.51700804,,1.0072096770843355,0.0,False,False,unchanged
dmv.582,11415497,False,,11510128.830113003,11510128.830113005,,1.0082897687339416,1.6182661173677496e-16,False,False,unchanged
dmv.583,11581326,False,,11664936.079112481,11664936.079112481,,1.0072193874097388,0.0,False,False,unchanged
dmv.584,324866,False,,278394.2167594073,278394.21675940737,,1.1669279763837708,2.0908358510827607e-16,False,False,unchanged
dmv.585,10663483,False,,10812302.992119003,10812302.992119005,,1.0139560397028815,1.7227089830803143e-16,False,False,unchanged
dmv.586,799968,False,,909628.0005304954,909628.0005304955,,1.1370804838824746,1.2798124261680746e-16,False,False,unchanged
dmv.587,114168,False,,100285.82326348053,100285.82326348053,,1.138426113330564,0.0,False,False,unchanged
dmv.588,1006397,False,,1030172.1792325919,1030172.1792325918,,1.0236240561454295,1.1300569377990416e-16,False,False,unchanged
dmv.589,4566963,False,,4682154.414272423,4682154.414272426,,1.0252227605681112,5.967269501684299e-16,False,False,unchanged
dmv.590,246439,False,,106797.95841313212,106797.95841313213,,2.3075253840217353,1.3625649258270384e-16,False,False,unchanged
dmv.591,2690745,False,,2621356.3743740944,2621356.3743740963,,1.0264705044702187,7.10565403254528e-16,False,False,unchanged
dmv.592,1211986,False,,1257935.2052685127,1257935.2052685132,,1.0379123234662055,3.7017907230630477e-16,False,False,unchanged
dmv.593,7806923,False,,7877570.360118721,7877570.360118723,,1.0090493220080077,2.364491923373802e-16,False,False,unchanged
dmv.594,10804262,False,,10926874.567893863,10926874.567893863,,1.0113485370767445,0.0,False,False,unchanged
dmv.595,13467,False,,26042.19822844259,26042.198228442587,,1.9337787353116946,1.3969553473095105e-16,False,False,unchanged
dmv.596,11306674,False,,11408642.79040487,11408642.79040487,,1.0090184602832688,0.0,False,True,fd
dmv.597,90448,False,,61828.449422889214,61828.4494228892,,1.4628864356820774,2.353595369800696e-16,False,False,unchanged
dmv.598,6822952,False,,6836341.082440957,6836341.082440954,,1.0019623591725337,5.449245807863902e-16,False,False,unchanged
dmv.599,913551,False,,908007.1335132407,908007.1335132408,,1.0061055318643908,1.2820969960500558e-16,False,False,unchanged
dmv.600,476358,False,,472716.93045906024,472716.9304590601,,1.0077024310032727,2.4626856862072346e-16,False,False,unchanged
dmv.601,4259271,False,,4279616.686927504,4279616.686927505,,1.0047768002851907,2.176182220852376e-16,False,False,unchanged
dmv.602,4284312,False,,4069803.5465990584,4069803.5465990594,,1.0527073238166977,2.288372310731658e-16,False,False,unchanged
dmv.603,11115069,False,,11211252.288333332,11211252.288333334,,1.0086534135175709,1.661406862790221e-16,False,False,unchanged
dmv.604,11007566,False,,11105195.436060999,11105195.436061,,1.0088693028105395,1.677273632828235e-16,False,False,unchanged
dmv.605,1437883,False,,1425440.871279443,1425440.871279443,,1.0087286179113057,0.0,False,False,unchanged
dmv.606,5543317,False,,6356989.490577038,6356989.490577037,,1.146784405542212,1.4650371469010254e-16,False,False,unchanged
dmv.607,8428223,False,,7846439.473326759,7846439.4733267585,,1.074146181672714,1.1869365433601101e-16,False,False,unchanged
dmv.608,171099,False,,176522.47451746283,176522.47451746283,,1.031697873847672,0.0,False,False,unchanged
dmv.609,10987139,False,,11084735.77850452,11084735.77850452,,1.0088828200411881,0.0,False,False,unchanged
dmv.610,1639361,False,,1656770.3780882196,1656770.3780882196,,1.0106196122075732,0.0,False,False,unchanged
dmv.611,549529,False,,654318.4913335105,654318.49133351,,1.1906896475591107,7.116737391277376e-16,False,False,unchanged
dmv.612,10952688,False,,11085399.944171837,11085399.944171837,,1.0121168378184275,0.0,False,False,unchanged
dmv.613,134672,False,,145231.43985688698,145231.439856887,,1.0784085768154255,2.0039621231747758e-16,False,False,unchanged
dmv.614,3514552,False,,3546871.122654662,3546871.1226546606,,1.0091958015288043,3.938637220282318e-16,False,False,unchanged
dmv.615,10240286,False,,10350437.969405258,10350437.96940526,,1.0107567278301854,1.799580998153632e-16,False,False,unchanged
dmv.616,10937408,False,,10855736.1727118,10855736.172711806,,1.007523379896934,5.147449568403598e-16,False,False,unchanged
dmv.617,92101,False,,197938.5811512019,197938.58115120183,,2.1491469272993986,4.4110395690623543e-16,False,False,unchanged
dmv.618,6028960,False,,6042759.448333333,6042759.448333336,,1.002288860488929,4.623662000341656e-16,False,False,unchanged
dmv.619,1040434,False,,1081733.3809173256,1081733.3809173258,,1.0396943784202801,2.1523847535926626e-16,False,False,unchanged
dmv.620,263056,False,,272436.5143000021,272436.514300002,,1.0356597617997767,2.1365587158177415e-16,False,False,unchanged
dmv.621,8252007,False,,7720461.997781615,7720461.997781617,,1.0688488593520853,2.412608403183859e-16,False,False,unchanged
dmv.622,10568876,False,,10602526.171906501,10602526.1719065,,1.003183893150653,1.7567937291835277e-16,False,False,unchanged
dmv.623,80857,False,,249870.70815903984,249870.70815903987,,3.090279235675821,1.1647555918483027e-16,False,False,unchanged
dmv.624,6346406,False,,6356894.040008478,6356894.040008477,,1.0016525951867052,1.4650591448496702e-16,False,False,unchanged
dmv.625,10121962,False,,10275104.625715671,10275104.625715675,,1.0151297372698762,3.6255497478230716e-16,False,False,unchanged
dmv.626,10561784,False,,10648084.873237964,10648084.873237964,,1.0081710507654733,0.0,False,False,unchanged
dmv.627,2587400,False,,2639897.019593013,2639897.019593013,,1.02028948735913,0.0,False,True,fd
dmv.628,797817,False,,884459.3562448524,884459.3562448526,,1.1085992856066647,2.6324628939694667e-16,False,False,unchanged
dmv.629,526917,False,,610711.4217307126,610711.4217307126,,1.159027743896501,0.0,False,False,unchanged
dmv.630,10920259,False,,11055816.394325241,11055816.394325243,,1.0124133863789533,1.684764908168175e-16,False,False,unchanged
dmv.631,520499,False,,742871.7511516234,742871.7511516234,,1.4272299296475564,0.0,False,False,unchanged
dmv.632,919220,False,,877555.3452806161,877555.3452806158,,1.047478093482595,2.653173328679542e-16,False,False,unchanged
dmv.633,11399660,False,,11489344.244208751,11489344.24420875,,1.0078672736036647,1.6211936117849642e-16,False,False,unchanged
dmv.634,570565,False,,660632.3383050679,660632.3383050677,,1.1578564025221805,1.7621801882362044e-16,False,False,unchanged
dmv.635,11008375,False,,11107326.736566724,11107326.736566726,,1.0089887686935377,1.676951793539028e-16,False,False,unchanged
dmv.636,5937496,False,,6052128.070115212,6052128.07011521,,1.019306466920603,4.616504626930753e-16,False,False,unchanged
dmv.637,2342936,False,,2355920.1628929144,2355920.162892914,,1.005541834216946,1.97655801177888e-16,False,False,unchanged
dmv.638,11291739,False,,11385046.506090684,11385046.506090684,,1.0082633424391658,0.0,False,False,unchanged
dmv.639,3841395,False,,3807872.948028568,3807872.9480285677,,1.0088033535858352,1.222890820316954e-16,False,False,unchanged
dmv.640,11488992,False,,11585122.828153746,11585122.828153746,,1.008367211688697,0.0,False,True,fd
dmv.641,490390,False,,475706.2586107786,475706.2586107786,,1.030867244488443,0.0,False,False,unchanged
dmv.642,162226,False,,385173.41195800615,385173.41195800615,,2.3743013571067904,0.0,False,False,unchanged
dmv.643,11043552,False,,11140675.427197782,11140675.427197782,,1.0087945823225881,0.0,False,False,unchanged
dmv.644,5241984,False,,5042776.390727031,5042776.390727031,,1.03950355792878,0.0,False,False,unchanged
dmv.645,6627651,False,,6631832.298827759,6631832.29882776,,1.000630886995673,1.4043216605162027e-16,False,False,unchanged
dmv.646,513154,False,,587442.9421607591,587442.9421607592,,1.14476929374176,1.9817298578604196e-16,False,False,unchanged
dmv.647,1781751,False,,1789047.9049764506,1789047.9049764504,,1.0040953561841417,1.3014220748713514e-16,False,False,unchanged
dmv.648,16848,False,,17411.50652633491,17411.50652633491,,1.0334464937283303,0.0,False,False,unchanged
dmv.649,6859705,False,,6845677.504588524,6845677.504588524,,1.0020491025763445,0.0,False,False,unchanged
dmv.650,122959,False,,83637.74140781058,83637.74140781055,,1.4701377384219676,3.4797484923493915e-16,False,True,fd
dmv.651,6790443,False,,6386345.367933002,6386345.367933003,,1.0632752550615325,1.4583028648776464e-16,False,False,unchanged
dmv.652,5110174,False,,5298788.5034179045,5298788.503417904,,1.0369096049210662,1.7576141678701517e-16,False,False,unchanged
dmv.653,287074,False,,319390.6417241668,319390.64172416663,,1.1125725134431081,5.467379438474931e-16,False,False,unchanged
dmv.654,7150572,False,,7326170.422218708,7326170.422218711,,1.0245572553103035,3.813681040469558e-16,False,False,unchanged
dmv.655,2617380,False,,2588370.778072841,2588370.778072842,,1.0112075218020957,3.5981034189734203e-16,False,False,unchanged
dmv.656,2293331,False,,2282163.5722185737,2282163.5722185737,,1.0048933511678877,0.0,False,False,unchanged
dmv.657,10378354,False,,10308120.39302567,10308120.393025672,,1.0068134251732108,1.806968756875595e-16,False,False,unchanged
dmv.658,6344114,False,,6338624.569242547,6338624.569242548,,1.0008660286939992,1.4692818046593498e-16,False,False,unchanged
dmv.659,975996,False,,927772.1243175417,927772.1243175416,,1.0519781468083353,1.2547835699694963e-16,False,False,unchanged
dmv.660,8931524,False,,8906448.142581595,8906448.142581591,,1.0028154722305649,4.182689034758265e-16,False,False,unchanged
dmv.661,926707,False,,905184.2636397461,905184.263639746,,1.0237771879437132,1.286095290243213e-16,False,True,fd
dmv.662,304871,False,,376797.1444195995,376797.14441959956,,1.2359232082408609,1.5448010096554135e-16,False,False,unchanged
dmv.663,7145301,False,,7203299.378134245,7203299.378134244,,1.0081169957898548,1.292911103268214e-16,False,False,unchanged
dmv.664,6301624,False,,6282647.841250205,6282647.841250207,,1.0030204078326979,2.96474543265233e-16,False,False,unchanged
