candidate,mechanism,cost,selection_frequency,selected_splits,train_structural,test_structural,train_consumers,test_consumers,train_positive,train_negative,test_positive,test_negative,train_benefit,test_benefit
fd:510,fd,41,0.2,2,2,0,2,0,2,0,0,0,0.03803329233312214,0.0
mcv:1181,mcv,148,0.2,2,5,3,4,1,3,1,1,0,0.03946882947696073,2.9180613703161384e-08
fd:281,fd,41,0.2,2,9,1,5,1,5,0,0,1,0.00032611765665424564,-5.5041034203284767e-05
mcv:52,mcv,170,0.2,2,15,3,15,3,9,6,2,1,8.89724016789346,-0.2680832440634575
mcv:308,mcv,170,0.1,1,7,0,6,0,1,5,0,0,0.025046116832386778,0.0
mcv:253,mcv,270,0.4,4,19,9,17,9,14,3,6,3,1.181400564689376,0.013013995613994078
fd:457,fd,27,0.2,2,2,0,2,0,2,0,0,0,0.008991152194569807,0.0
mcv:600,mcv,288,0.2,2,8,4,3,2,3,0,1,1,0.29691472194678714,1.0428793828509697e-08
mcv:438,mcv,170,0.2,2,7,5,6,3,5,1,0,3,0.15697516957704294,-0.5789965623040052
fd:322,fd,27,0.4,4,17,3,9,2,8,1,0,2,0.06847160501120886,-0.10495438464616447
mcv:703,mcv,496,0.3,3,11,4,5,2,5,0,2,0,5.088716228121238,1.1846445090116025
mcv:602,mcv,482,0.1,1,5,1,3,1,2,1,0,1,0.10634446799567887,-0.03904420685462795
fd:532,fd,27,0.3,3,5,1,3,0,3,0,0,0,0.016755727305515222,0.0
mcv:904,mcv,600,0.6,6,20,10,13,5,9,4,3,2,4.499569709257193,0.053952486547972134
fd:306,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.0015411180801725433,0.0
mcv:1251,mcv,274,0.2,2,4,4,3,2,3,0,1,1,0.5834486997367798,-0.0063276488595906955
mcv:113,mcv,218,0.1,1,5,3,5,1,4,1,1,0,0.1984808831344782,1.4895842337381282e-09
fd:162,fd,27,0.1,1,2,2,1,1,1,0,0,1,0.018169201719369088,-0.12793847104277667
fd:454,fd,27,0.1,1,3,0,1,0,1,0,0,0,0.0002927140686861396,0.0
fd:637,fd,27,0.4,4,8,0,4,0,4,0,0,0,0.0006807984119665544,0.0
mcv:844,mcv,362,0.2,2,8,2,2,1,2,0,1,0,0.6085897403997289,0.536261072672984
mcv:382,mcv,388,0.1,1,4,2,3,0,3,0,0,0,0.2918281660907982,0.0
mcv:455,mcv,196,0.1,1,4,2,4,2,3,1,1,1,0.13689305964736587,-0.3145574914809157
fd:513,fd,27,0.3,3,12,0,7,0,4,3,0,0,0.0009349191991563366,0.0
mcv:229,mcv,148,0.1,1,4,3,3,3,1,2,3,0,0.13372630343815683,0.17107200857169436
mcv:348,mcv,200,0.1,1,6,1,4,0,3,1,0,0,3.2869705377690677,0.0
fd:168,fd,27,0.2,2,5,3,4,2,3,1,0,2,0.0007381699517639007,-0.0033393600205433582
mcv:558,mcv,540,0.2,2,9,3,6,2,2,1,0,1,0.1948304157754519,-0.5625933066646063
mcv:567,mcv,314,0.2,2,11,1,7,0,7,0,0,0,1.3887744018268455,0.0
mcv:1253,mcv,340,0.1,1,1,3,1,1,1,0,0,1,0.8698126768457752,-9.601853534491056e-07
mcv:1097,mcv,292,0.1,1,4,0,2,0,2,0,0,0,0.39930189651451387,0.0
mcv:670,mcv,278,0.2,2,8,2,4,1,4,0,1,0,0.09324776401641399,0.03560302647499358
fd:273,fd,27,0.2,2,9,1,4,1,4,0,1,0,0.0003174869940771874,7.784508227848264e-05
fd:428,fd,27,0.3,3,10,2,4,2,4,0,1,1,0.00042630066829829616,0.00017032993471444158
fd:220,fd,27,0.1,1,2,1,1,1,1,0,0,1,0.02630705121192789,-0.14333712580979885
mcv:1312,mcv,690,0.1,1,2,2,1,0,1,0,0,0,0.24632111844165694,0.0
fd:421,fd,27,0.2,2,5,1,2,1,2,0,1,0,0.00021705965422147422,0.00011887951146394293
mcv:82,mcv,300,0.2,2,14,4,7,1,7,0,0,1,0.9871945956837656,-0.0017309508434473209
mcv:1467,mcv,756,0.1,1,3,0,1,0,1,0,0,0,0.30337208723605524,0.0
mcv:1826,mcv,296,0.4,4,12,0,4,0,4,0,0,0,0.3411683457377599,0.0
mcv:1890,mcv,318,0.1,1,2,0,1,0,1,0,0,0,0.46145395441278203,0.0
mcv:1252,mcv,436,0.5,5,15,5,5,4,5,0,0,4,0.9525653546707791,-0.5305741347483273
fd:288,fd,27,0.2,2,4,2,2,0,2,0,0,0,0.014695045747041391,0.0
mcv:59,mcv,244,0.5,5,33,12,25,8,13,12,2,5,12.815712257052143,1.3455491524253782
mcv:1764,mcv,248,0.3,3,9,0,6,0,4,2,0,0,1.127672742689319,0.0
mcv:342,mcv,548,0.2,2,11,3,8,1,6,2,1,0,0.3107112834570269,0.008987102028298555
mcv:845,mcv,410,0.2,2,8,2,7,1,5,2,0,1,1.3392024745084452,-6.023077405557075
fd:183,fd,27,0.3,3,14,4,10,3,7,3,0,3,0.0013459952967140865,-0.002712809226420587
mcv:1711,mcv,750,0.1,1,2,1,2,0,2,0,0,0,1.1307562765924244,0.0
mcv:1000,mcv,148,0.5,5,20,5,20,5,18,2,3,2,0.3204634398970774,0.0006685667005326135
mcv:502,mcv,458,0.1,1,4,2,2,1,2,0,1,0,0.33588165937794723,0.5374653194815284
mcv:2015,mcv,414,0.1,1,2,0,1,0,1,0,0,0,0.22206099784944522,0.0
fd:297,fd,27,0.4,4,7,1,4,0,4,0,0,0,0.012438871901580217,0.0
mcv:275,mcv,218,0.1,1,6,1,6,1,4,2,1,0,0.3154415390244947,0.0035766349673216347
mcv:296,mcv,244,0.2,2,14,0,2,0,2,0,0,0,0.13329035432193548,0.0
mcv:499,mcv,366,0.2,2,6,6,4,3,2,2,3,0,0.14295290511371417,0.26303839242787497
mcv:517,mcv,414,0.2,2,12,0,7,0,7,0,0,0,0.28774811816847645,0.0
mcv:254,mcv,218,0.1,1,7,0,4,0,4,0,0,0,0.057793042168628794,0.0
mcv:1987,mcv,366,0.2,2,4,0,2,0,2,0,0,0,0.08862742871969442,0.0
mcv:1086,mcv,546,0.1,1,3,1,2,1,2,0,0,1,0.33009866915489416,-0.0006027614812678106
mcv:1653,mcv,590,0.1,1,2,1,1,0,1,0,0,0,0.1090356948837925,0.0
mcv:286,mcv,492,0.1,1,4,3,4,3,2,2,1,2,0.3922380005436539,-0.06644434983943315
mcv:423,mcv,196,0.2,2,7,5,2,5,2,0,2,3,0.38548237736091684,0.684727544022957
fd:600,fd,27,0.1,1,2,0,2,0,2,0,0,0,0.022132929310646476,0.0
mcv:633,mcv,948,0.2,2,7,3,4,3,4,0,0,3,1.9415182263970032,-0.5886488726791765
mcv:2192,mcv,340,0.1,1,1,0,1,0,1,0,0,0,0.16129158353377449,0.0
mcv:871,mcv,1236,0.3,3,14,1,8,0,5,3,0,0,0.746337047933427,0.0
mcv:944,mcv,362,0.2,2,7,3,7,3,3,4,1,2,0.12843575066965274,-0.08448987478286996
mcv:1017,mcv,1032,0.3,3,10,2,3,0,3,0,0,0,2.642433462133596,0.0
fd:410,fd,27,0.2,2,2,0,2,0,2,0,0,0,0.2621317794256721,0.0
mcv:1319,mcv,642,0.2,2,6,2,4,1,4,0,1,0,0.38316655564066204,0.03797103970217308
mcv:2039,mcv,378,0.1,1,2,0,1,0,1,0,0,0,0.09238759789286899,0.0
mcv:855,mcv,222,0.1,1,4,1,3,1,2,0,0,1,0.18403256514437283,-0.07433305251105837
mcv:409,mcv,748,0.2,2,9,3,6,2,5,0,2,0,0.2548775201133042,0.002851749983017182
mcv:299,mcv,226,0.1,1,4,3,1,0,1,0,0,0,0.17480350505423048,0.0
fd:21,fd,27,0.2,2,5,1,2,0,2,0,0,0,0.0002512285833431438,0.0
mcv:1122,mcv,174,0.2,2,5,3,2,2,2,0,1,1,0.4463187359960452,0.00425727244972407
mcv:1771,mcv,244,0.2,2,6,0,2,0,2,0,0,0,0.5360825094960289,0.0
fd:508,fd,27,0.2,2,3,3,2,0,2,0,0,0,0.0007447774046562827,0.0
fd:144,fd,27,0.2,2,4,0,2,0,2,0,0,0,0.0035681216073659705,0.0
mcv:159,mcv,574,0.1,1,8,0,8,0,7,1,0,0,0.4034480833555889,0.0
fd:217,fd,27,0.1,1,3,2,1,2,1,0,0,2,0.0002615644449894816,-0.0005293353821855806
mcv:1839,mcv,392,0.1,1,2,0,1,0,1,0,0,0,0.038828751580124665,0.0
mcv:54,mcv,196,0.1,1,8,1,8,1,6,2,0,1,0.672186525823512,-0.03398905473621183
fd:123,fd,27,0.2,2,5,1,2,0,2,0,0,0,0.006372550950894507,0.0
mcv:1151,mcv,532,0.2,2,8,0,4,0,4,0,0,0,0.33112905350473354,0.0
mcv:104,mcv,734,0.3,3,23,1,10,1,6,4,0,1,0.7488169547492849,-0.005376664558594646
fd:525,fd,27,0.1,1,1,1,1,0,1,0,0,0,0.0029661572109285217,0.0
mcv:1763,mcv,436,0.2,2,6,0,4,0,4,0,0,0,0.899278076453387,0.0
fd:381,fd,27,0.2,2,9,1,6,1,6,0,1,0,0.00019786489419626463,3.514746687405257e-05
mcv:1354,mcv,588,0.1,1,3,1,1,0,1,0,0,0,0.3997639713604717,0.0
fd:573,fd,27,0.1,1,2,0,1,0,1,0,0,0,8.97264340677939e-05,0.0
fd:710,fd,27,0.1,1,1,0,1,0,1,0,0,0,0.014825265280252742,0.0
mcv:1155,mcv,196,0.1,1,4,0,2,0,2,0,0,0,0.030659883246631825,0.0
mcv:554,mcv,1102,0.1,1,5,1,2,1,2,0,0,1,1.5802840809333625,-1.7778859526323472
mcv:325,mcv,590,0.1,1,6,1,3,1,3,0,1,0,0.7353788758354183,0.019058924620942497
fd:175,fd,27,0.3,3,3,0,3,0,3,0,0,0,0.03655222150082316,0.0
mcv:876,mcv,196,0.1,1,3,2,2,1,2,0,0,1,0.044939429440074674,-0.024219114596979452
fd:232,fd,27,0.2,2,12,0,8,0,5,3,0,0,0.00034351003668620095,0.0
fd:552,fd,27,0.1,1,2,1,1,1,1,0,0,1,0.004686345580906748,-71.65524169876335
mcv:2080,mcv,404,0.1,1,1,1,1,0,1,0,0,0,0.1277968169162944,0.0
mcv:1143,mcv,218,0.1,1,3,1,2,0,2,0,0,0,0.0683283476419847,0.0
mcv:969,mcv,660,0.2,2,9,1,5,1,5,0,1,0,0.17974646212402456,0.002069765290093173
mcv:1817,mcv,690,0.2,2,6,0,4,0,4,0,0,0,0.19178677155858348,0.0
mcv:142,mcv,626,0.1,1,5,3,3,2,2,1,0,2,0.20908330446974555,-0.3241582581530771
fd:17,fd,41,0.2,2,3,3,2,0,2,0,0,0,0.08535083525993059,0.0
fd:81,fd,27,0.1,1,4,0,2,0,2,0,0,0,0.00015804313881173648,0.0
mcv:1090,mcv,388,0.1,1,3,1,1,0,1,0,0,0,0.12962745174187096,0.0
mcv:992,mcv,170,0.1,1,2,3,2,3,2,0,1,2,0.030047260806355336,-0.023569970929939954
mcv:128,mcv,414,0.2,2,12,4,9,4,5,2,3,1,1.6758730018499643,1.081613088467585
mcv:484,mcv,646,0.1,1,4,2,4,2,2,2,1,1,0.0826710982558303,-0.0058387916728857014
fd:551,fd,41,0.3,3,7,2,5,0,5,0,0,0,0.0007357583407856527,0.0
fd:135,fd,27,0.1,1,3,0,1,0,1,0,0,0,0.004875808241249446,0.0
fd:199,fd,27,0.1,1,1,1,1,0,1,0,0,0,0.021602160711285068,0.0
fd:446,fd,27,0.1,1,1,2,1,1,1,0,0,1,9.99978274454083e-05,-0.0005565769415927235
mcv:781,mcv,218,0.1,1,4,1,3,1,3,0,0,1,0.02749076848756249,-0.011108563737157517
mcv:552,mcv,434,0.1,1,6,0,3,0,3,0,0,0,0.15361168746247933,0.0
fd:512,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.002022328420765662,0.0
mcv:2205,mcv,662,0.1,1,1,0,1,0,1,0,0,0,0.11305370938737846,0.0
mcv:591,mcv,470,0.2,2,8,4,8,4,7,1,2,2,3.629942146030345,1.6673607098705072
mcv:1549,mcv,196,0.2,2,5,1,3,1,3,0,0,1,0.3631264827763816,-0.001005152310406654
mcv:72,mcv,606,0.1,1,6,3,5,3,4,1,1,2,0.19406438677613647,-1.2945157376694387
fd:66,fd,27,0.3,3,12,6,6,3,6,0,2,1,0.0005131696808533537,-3.799007727089965e-05
mcv:273,mcv,750,0.1,1,6,1,5,1,4,1,0,1,0.1246949519255367,-0.06335800538406322
fd:226,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.0008378754514584141,0.0
mcv:1153,mcv,422,0.1,1,4,0,2,0,2,0,0,0,0.17385867654393672,0.0
mcv:225,mcv,314,0.2,2,7,7,5,3,4,1,0,3,0.8027168137079421,-0.9940733719914263
mcv:1674,mcv,708,0.1,1,3,0,2,0,2,0,0,0,0.4917153115105044,0.0
mcv:69,mcv,908,0.1,1,6,3,6,2,4,2,0,2,0.37920538879866683,-0.32968967212077716
mcv:1676,mcv,526,0.1,1,3,0,2,0,2,0,0,0,0.5106919728668571,0.0
mcv:245,mcv,532,0.2,2,12,2,7,0,4,3,0,0,0.20990461182160125,0.0
mcv:85,mcv,170,0.3,3,18,9,18,9,11,7,6,3,0.12741419374744267,0.27136068578759764
mcv:1543,mcv,148,0.1,1,3,0,2,0,1,1,0,0,0.05287817932529859,0.0
fd:362,fd,41,0.1,1,3,0,1,0,1,0,0,0,0.2515864133953123,0.0
mcv:619,mcv,474,0.3,3,12,6,7,0,5,2,0,0,0.49551081610958936,0.0
mcv:210,mcv,392,0.1,1,3,4,3,4,3,0,3,1,0.1767936067038267,0.7206202157852579
mcv:1003,mcv,1974,0.2,2,8,2,4,1,4,0,0,1,1.5376242955616672,-0.03333455582946465
fd:382,fd,27,0.1,1,5,0,4,0,3,1,0,0,0.0002887467804255639,0.0
mcv:1647,mcv,616,0.1,1,2,1,1,1,1,0,0,1,0.15778252159725126,-0.021221578692457888
mcv:927,mcv,244,0.1,1,3,2,1,0,1,0,0,0,0.4607238570234484,0.0
fd:375,fd,27,0.1,1,1,0,1,0,1,0,0,0,0.004229803837923374,0.0
mcv:1231,mcv,524,0.1,1,3,1,1,0,1,0,0,0,0.17929289512880753,0.0
mcv:648,mcv,1242,0.1,1,5,0,5,0,4,1,0,0,0.2617266709240871,0.0
mcv:303,mcv,292,0.1,1,5,2,2,1,2,0,1,0,0.22763861864367274,0.0996546484122991
mcv:202,mcv,486,0.1,1,4,3,4,3,3,1,1,2,0.12377388884905649,-0.21130517973680552
fd:690,fd,27,0.1,1,1,0,1,0,1,0,0,0,8.61926649653455e-05,0.0
fd:694,fd,27,0.2,2,4,0,2,0,2,0,0,0,0.00042237943558554036,0.0
fd:303,fd,27,0.1,1,4,0,1,0,1,0,0,0,0.019062963253515974,0.0
mcv:320,mcv,436,0.1,1,5,2,2,2,2,0,1,1,0.1606239969529646,-0.15816515614754523
mcv:823,mcv,244,0.1,1,5,0,4,0,4,0,0,0,0.08163571310957018,0.0
mcv:1865,mcv,340,0.1,1,1,1,1,0,1,0,0,0,0.028946888114788516,0.0
mcv:916,mcv,218,0.1,1,5,0,1,0,1,0,0,0,0.11297138635750725,0.0
mcv:1585,mcv,218,0.1,1,2,1,1,1,1,0,1,0,0.018968999792251307,1.775739422171796e-08
mcv:529,mcv,322,0.1,1,3,3,2,2,1,1,0,2,0.3149515099809146,-4.23813127336714
mcv:250,mcv,218,0.1,1,6,1,2,0,2,0,0,0,0.059427668426117464,0.0
mcv:488,mcv,288,0.1,1,3,3,3,1,2,1,1,0,0.09316560170027466,2.3104540058938028e-08
mcv:1384,mcv,274,0.1,1,3,1,3,1,2,1,0,1,0.0667948943049883,-0.008908802709638897
fd:603,fd,27,0.1,1,3,0,2,0,2,0,0,0,8.179787880968625e-05,0.0
fd:194,fd,27,0.1,1,4,1,1,1,1,0,1,0,9.320090232223244e-05,0.00010767904703601339
mcv:1878,mcv,672,0.1,1,2,0,1,0,1,0,0,0,0.09163683153261193,0.0
fd:212,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.12517645616522777,0.0
fd:562,fd,27,0.2,2,4,0,2,0,2,0,0,0,0.0001560978611054864,0.0
mcv:853,mcv,196,0.1,1,3,2,2,0,2,0,0,0,0.09850403865275847,0.0
mcv:435,mcv,322,0.1,1,4,2,3,2,2,1,0,2,0.0953765731396996,-0.05054050298680268
mcv:285,mcv,266,0.1,1,3,4,1,3,1,0,2,0,0.024769097935276596,0.2671809303002939
mcv:1453,mcv,576,0.1,1,3,1,1,1,1,0,1,0,0.10446301234874733,1.910717707939598
mcv:1174,mcv,436,0.1,1,3,1,2,0,2,0,0,0,0.06147393192050954,0.0
mcv:1,mcv,244,0.1,1,12,1,12,1,5,5,1,0,1.4580984706024966,6.922972837209159
fd:235,fd,27,0.1,1,5,1,3,1,1,2,0,1,0.0012547710624954966,-0.008600844478022118
mcv:661,mcv,388,0.1,1,5,0,3,0,3,0,0,0,0.03715956478679505,0.0
mcv:508,mcv,314,0.1,1,5,1,2,0,1,1,0,0,0.27160458622129524,0.0
mcv:373,mcv,480,0.1,1,4,2,4,2,3,1,1,1,0.07455552311064606,0.03216674465480507
mcv:476,mcv,572,0.2,2,11,1,9,1,7,2,1,0,0.4666981697057888,0.18139355900679677
fd:108,fd,27,0.1,1,3,2,1,2,1,0,0,2,0.0003629652297425512,-0.0029532369570930417
fd:355,fd,27,0.1,1,2,1,1,1,1,0,0,1,0.0020807556477830946,-0.017136767504391415
fd:359,fd,27,0.1,1,1,0,1,0,1,0,0,0,0.002569991352459944,0.0
mcv:1508,mcv,910,0.1,1,3,0,1,0,1,0,0,0,0.4614160288240916,0.0
mcv:964,mcv,226,0.1,1,4,1,3,0,2,1,0,0,0.059059236836675355,0.0
fd:388,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.010524136604207479,0.0
mcv:1016,mcv,572,0.1,1,3,1,1,0,1,0,0,0,0.19608456653345185,0.0
fd:502,fd,27,0.1,1,1,0,1,0,1,0,0,0,0.007142343121967931,0.0
mcv:2188,mcv,366,0.1,1,1,0,1,0,1,0,0,0,0.07003944055094924,0.0
mcv:1004,mcv,914,0.1,1,3,1,1,1,1,0,1,0,0.13755267772302404,10.836599866477712
mcv:247,mcv,270,0.1,1,7,0,4,0,3,1,0,0,0.5346498626883294,0.0
fd:122,fd,27,0.1,1,4,2,1,2,1,0,1,1,0.00010513236987907959,6.474928013600056e-05
mcv:951,mcv,196,0.1,1,3,2,2,0,2,0,0,0,0.34912795291238985,0.0
fd:691,fd,27,0.1,1,1,0,1,0,1,0,0,0,7.177823767245961e-05,0.0
fd:99,fd,27,0.1,1,1,2,1,0,1,0,0,0,0.0031597454822134274,0.0
mcv:482,mcv,344,0.1,1,2,4,2,4,1,1,3,1,0.13211053632747838,0.9489086006668572
fd:515,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.001031876840056123,0.0
mcv:1433,mcv,300,0.1,1,3,1,2,0,2,0,0,0,0.3708992286775703,0.0
fd:14,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.020122376019099608,0.0
mcv:978,mcv,1208,0.1,1,3,2,1,0,1,0,0,0,0.5298643600117234,0.0
mcv:514,mcv,174,0.1,1,6,0,6,0,6,0,0,0,0.16252516084893442,0.0
mcv:404,mcv,388,0.1,1,4,2,2,2,1,1,0,2,0.40068415432388726,-0.6710883013893312
mcv:852,mcv,244,0.1,1,5,0,2,0,1,1,0,0,0.048677430392125354,0.0
mcv:653,mcv,366,0.1,1,5,0,4,0,3,1,0,0,0.6381884899119199,0.0
mcv:2166,mcv,274,0.1,1,1,0,1,0,1,0,0,0,0.04357434191114229,0.0
mcv:244,mcv,292,0.1,1,5,2,4,1,4,0,0,1,2.7623743194930874,-0.0008397288485042509
mcv:79,mcv,392,0.1,1,4,5,2,5,2,0,2,3,0.527140067738358,-96.13491364605812
mcv:982,mcv,418,0.1,1,3,2,3,0,2,1,0,0,0.07124092416321637,0.0
mcv:664,mcv,598,0.1,1,5,0,4,0,2,2,0,0,0.1316961555744114,0.0
fd:41,fd,41,0.1,1,1,0,1,0,1,0,0,0,0.8789037231690295,0.0
