configuration,family,run_order,mcv_count,fd_count,total_count,subset_seed,phase,repetition,seconds,mcv_ids,fd_ids
fd_12_s2,fd_only,19,0,12,12,2,measured,5,0.2570738580016041,,2;8;11;12;13;20;23;26;27;31;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,6,0.2592386249998526,,2;8;11;12;13;20;23;26;27;31;32;33
mixed_32_32,mixed,20,32,32,64,6,warmup,0,0.49143421500048134,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,0,0.4692748359993857,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,1,0.4503972580005211,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,2,0.45949332599957415,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,3,0.4644700250009919,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,4,0.4474509229985415,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,5,0.4616087750000588,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_32_32,mixed,20,32,32,64,6,measured,6,0.46565587800068897,0;1;2;3;4;5;6;7;9;10;11;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0;1;2;3;4;5;6;7;8;10;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_16_04,mixed,21,16,4,20,1,warmup,0,0.23588809200009564,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,0,0.227046658999825,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,1,0.22295802000007825,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,2,0.24052859299990814,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,3,0.2213452199994208,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,4,0.22367527700043865,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,5,0.22682446100043308,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mixed_16_04,mixed,21,16,4,20,1,measured,6,0.22138494699902367,6;9;10;11;12;15;18;19;20;21;22;28;29;30;31;33,8;12;26;27
mcv_12_s1,mcv_only,22,12,0,12,1,warmup,0,0.17921447799926682,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,0,0.16826771300111432,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,1,0.17343431799963582,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,2,0.18730511700050556,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,3,0.17400407200148038,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,4,0.1789008069990814,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,5,0.17088678000072832,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_12_s1,mcv_only,22,12,0,12,1,measured,6,0.16789941299975908,2;4;5;10;16;18;23;24;26;27;32;35,
mcv_24_s0,mcv_only,23,24,0,24,0,warmup,0,0.2151711599999544,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,0,0.22247643700029585,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,1,0.22995593099949474,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,2,0.2332384279998223,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,3,0.21872162699946784,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,4,0.22442528900137404,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,5,0.22408347700002196,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_24_s0,mcv_only,23,24,0,24,0,measured,6,0.2182331290005095,1;3;4;6;7;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;30;32;33;34,
mcv_12_s2,mcv_only,24,12,0,12,2,warmup,0,0.18342973000108032,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,0,0.1782522080011404,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,1,0.17875393299982534,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,2,0.1745796099985455,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,3,0.17749969199940097,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,4,0.17711738100115326,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,5,0.1821042479987227,0;1;9;10;13;18;19;23;25;27;31;32,
mcv_12_s2,mcv_only,24,12,0,12,2,measured,6,0.17312718799985305,0;1;9;10;13;18;19;23;25;27;31;32,
mixed_16_32,mixed,25,16,32,48,5,warmup,0,0.3859691620000376,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,0,0.4016115209997224,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,1,0.3911278529994888,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,2,0.3817554270008259,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,3,0.3919137779994344,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,4,0.39601540799958457,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,5,0.46209450800051854,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mixed_16_32,mixed,25,16,32,48,5,measured,6,0.4389989129995229,0;1;2;3;6;7;11;13;14;17;21;22;23;25;31;32,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;32;33;34
mcv_20_s0,mcv_only,26,20,0,20,0,warmup,0,0.2191643349997321,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,0,0.20689595099975122,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,1,0.20873810299963225,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,2,0.22077006800100207,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,3,0.2173035859996162,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,4,0.2153475810009695,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,5,0.2220217030007916,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
mcv_20_s0,mcv_only,26,20,0,20,0,measured,6,0.20589131800079485,1;4;5;7;8;9;11;13;14;16;19;23;24;25;26;29;30;31;33;34,
fd_35_s0,fd_only,27,0,35,35,0,warmup,0,0.33381240499875275,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,0,0.3383585570009018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,1,0.34468627000023844,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,2,0.3451994770002784,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,3,0.3349179279994132,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,4,0.3324278710006183,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,5,0.34080866600015725,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
fd_35_s0,fd_only,27,0,35,35,0,measured,6,0.33407135200104676,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34
mixed_04_04,mixed,28,4,4,8,0,warmup,0,0.16062970100028906,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,0,0.15981204700074159,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,1,0.15748799199900532,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,2,0.15330168800028332,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,3,0.15550307800003793,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,4,0.15514654699836683,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,5,0.15950911300024018,5;8;17;19,15;26;29;32
mixed_04_04,mixed,28,4,4,8,0,measured,6,0.15430108699911216,5;8;17;19,15;26;29;32
mcv_04_s0,mcv_only,29,4,0,4,0,warmup,0,0.14143293599954632,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,0,0.13333394800065435,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,1,0.15138195599865867,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,2,0.13415204499870015,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,3,0.13643984999907843,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,4,0.1341812270002265,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,5,0.1488802610001585,6;26;32;34,
mcv_04_s0,mcv_only,29,4,0,4,0,measured,6,0.1367454560004262,6;26;32;34,
fd_24_s2,fd_only,30,0,24,24,2,warmup,0,0.25907307299894455,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,0,0.26639307599907625,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,1,0.2604327730005025,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,2,0.2917269170011423,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,3,0.2857718109989946,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,4,0.2957062790010241,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,5,0.3059475790014403,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
fd_24_s2,fd_only,30,0,24,24,2,measured,6,0.291742780000277,,0;3;4;6;10;11;13;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;31;34
mcv_16_s0,mcv_only,31,16,0,16,0,warmup,0,0.21991120200073055,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,0,0.21359166900037962,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,1,0.23219874800088292,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,2,0.23854477999884693,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,3,0.22334795099959592,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,4,0.20562809399962134,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,5,0.20465689199954795,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_16_s0,mcv_only,31,16,0,16,0,measured,6,0.1971534389995213,1;4;10;11;12;14;15;16;18;22;23;24;25;28;29;34,
mcv_24_s1,mcv_only,32,24,0,24,1,warmup,0,0.23861427799965895,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,0,0.23838913099825731,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,1,0.22668422300012026,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,2,0.22895128600066528,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,3,0.23313080899970373,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,4,0.23600043400074355,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,5,0.2291602259992942,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_24_s1,mcv_only,32,24,0,24,1,measured,6,0.22678519999863056,0;2;4;5;7;8;9;11;13;14;16;17;18;19;20;22;24;25;27;28;29;33;34;35,
mcv_08_s0,mcv_only,33,8,0,8,0,warmup,0,0.15597186900049564,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,0,0.1598695430002408,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,1,0.15619672700086085,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,2,0.1587456849993032,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,3,0.1526430239991896,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,4,0.15280512999925122,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,5,0.1492107220001344,1;5;6;21;22;28;33;35,
mcv_08_s0,mcv_only,33,8,0,8,0,measured,6,0.1516131009993842,1;5;6;21;22;28;33;35,
fd_08_s0,fd_only,34,0,8,8,0,warmup,0,0.17095182400043996,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,0,0.17825501300103497,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,1,0.1779937470000732,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,2,0.17463707699971565,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,3,0.17646145100115973,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,4,0.1854143659984402,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,5,0.17339535599967348,,3;7;9;12;23;24;28;33
fd_08_s0,fd_only,34,0,8,8,0,measured,6,0.17402315300023474,,3;7;9;12;23;24;28;33
